type	name	ingredients	difficulty	health_banners
lunch	Chicken noodle soup	['900ml chicken or vegetable stock (or Miso soup mix)', '1 boneless, skinless chicken breast (about 175g)', '1 tsp chopped  fresh ginger', '1 garlic clove, finely chopped', '50g rice or wheat noodles', '2 tbsp  sweetcorn, canned or frozen', '2-3 mushrooms, thinly sliced', '2 spring onions, shredded', '2 tsp  soy sauce, plus extra for serving', 'mint  or basil leaves and a little shredded chilli (optional), to serve']	Easy	['Healthy']
lunch	The best spaghetti bolognese recipe	['1 tbsp olive oil', '4 rashers smoked streaky bacon,  finely chopped', '2 medium onions, finely chopped', '2 carrots, trimmed and finely chopped', '2 celery sticks, finely chopped', '2 garlic cloves finely chopped', '2-3 sprigs rosemary leaves picked and finely chopped', '500g beef mince', '2 x 400g tins plum tomatoes', 'small pack basil leaves picked, ¾ finely chopped and the rest left whole for garnish', '1 tsp dried oregano', '2 fresh bay leaves', '2 tbsp tomato purée', '1 beef stock cube', '1 red chilli deseeded and finely chopped (optional)', '125ml red wine', '6 cherry tomatoes sliced in half', '75g parmesan grated, plus extra to serve', '400g spaghetti', 'crusty bread to serve (optional)']	Easy	['Freezable (sauce only)']
lunch	Mushroom risotto	['50g dried porcini  mushrooms', '1 vegetable stock  cube', '2 tbsp olive oil', '1 onion, finely chopped', '2 garlic cloves, finely chopped', '250g pack chestnut mushrooms, chopped', '300g risotto rice, such as arborio', '1 x 175ml glass white wine', '25g butter', 'handful parsley  leaves, chopped', '50g parmesan  or Grana Padano, freshly grated']	Easy	['Vegetarian']
lunch	Best Yorkshire puddings	['140g plain flour (this is about 200ml/7fl oz)', '4 eggs (200ml/7fl oz)', '200ml milk', 'sunflower oil, for cooking']	Easy	['Freezable', 'Vegetarian']
lunch	Spiced carrot & lentil soup	"['2 tsp cumin seeds', 'pinch chilli flakes', '2 tbsp olive oil', '600g carrots, washed and coarsely grated (no need to peel)', '140g split red lentils', '1l hot vegetable stock (from a cube is fine)', ""125ml milk (to make it dairy-free, see 'try' below)"", 'plain yogurt and naan bread, to serve']"	Easy	['Freezable', 'Healthy', 'Vegetarian']
lunch	Chicken satay salad	['1 tbsp tamari', '1 tsp medium curry powder', '¼ tsp ground cumin', '1 garlic clove, finely grated', '1 tsp clear honey', '2 skinless chicken breast fillets (or use turkey breast)', '1 tbsp crunchy peanut butter (choose a sugar-free version with no palm oil, if possible)', '1 tbsp sweet chilli sauce', '1 tbsp lime juice', 'sunflower oil, for wiping the pan', '2 Little Gem lettuce hearts, cut into wedges', '¼ cucumber, halved and sliced', '1 banana shallot, halved and thinly sliced', 'coriander, chopped', 'seeds from ½ pomegranate']	Easy	['Healthy']
lunch	Vegetarian lasagne	['3 red peppers, cut into large chunks', '2 aubergines, cut into ½ cm thick slices', '8 tbsp olive oil, plus extra for the dish', '300g lasagne sheets', '125g mozzarella', 'handful cherry tomatoes, halved', '1 tbsp olive oil', '2 onions, finely chopped', '2 garlic cloves, sliced', '1 carrot, roughly chopped', '2 tbsp tomato purée', '200ml white wine', '3 x 400g cans chopped tomatoes', '1 bunch of basil, leaves picked', '85g butter', '85g plain flour', '750ml milk']	Easy	['Freezable', 'Vegetarian']
lunch	Roasted tomato, basil & parmesan quiche	['300g cherry tomatoes', 'drizzle olive oil', '50g parmesan (or vegetarian alternative), grated ', '2 eggs', '284ml pot double cream', 'handful basil  leaves, shredded, plus a few small ones left whole for scattering', '280g plain flour, plus extra for dusting', '140g cold butter, cut into pieces']	Easy	['Vegetarian']
lunch	Mushroom soup	['90g butter', '2 medium onions, roughly chopped', '1 garlic clove, crushed ', '500g mushrooms, finely chopped (chestnut or button mushrooms work well)', '2 tbsp plain flour', '1l hot chicken stock', '1 bay leaf', '4 tbsp single cream', 'small handful flat-leaf parsley, roughly chopped, to serve (optional)']	Easy	['Freezable']
lunch	Celery soup	['2 tbsp olive oil', '300g celery, sliced, with tough strings removed', '1 garlic clove, peeled', '200g potatoes, peeled and cut into chunks', '500ml vegetable stock', '100ml milk', 'crusty bread, to serve']	Easy	['Easily doubled', 'Freezable', 'Healthy', 'Low calorie', 'Low fat', 'Vegetarian']
lunch	Summer-in-winter chicken	['1 tbsp olive oil', '4 boneless skinless chicken breasts', '200g pack cherry tomatoes', '3 tbsp pesto', '3 tbsp crème fraîche (half fat is fine)', 'fresh basil, if you have it']	Easy	[]
lunch	Ultimate quiche Lorraine	['175g plain flour', '100g cold butter, cut into pieces', '1 egg yolk', '200g pack lardons, unsmoked or smoked', '50g gruyère', '200ml carton crème fraîche', '200ml double cream', '3 eggs, well beaten', 'pinch ground nutmeg']	More effort	['Freezable (but you lose the silky texture)']
lunch	Spicy root & lentil casserole	['2 tbsp sunflower or  vegetable  oil', '1 onion, chopped', '2 garlic clove, crushed', '700g potatoes, peeled and cut into chunks', '4 carrot, thickly sliced', '2 parsnip, thickly sliced', '2 tbsp curry paste  or powder', '1 litre/1¾ pints vegetable stock', '100g red lentils', 'a small bunch of fresh coriander, roughly chopped', 'low-fat yogurt  and naan bread, to serve']	Easy	['Healthy', 'Vegetarian']
lunch	Perfect pancakes recipe	['100g plain flour', '2 eggs', '300ml semi-skimmed milk', '1 tbsp sunflower oil  or vegetable, plus extra for frying', 'pinch salt']	Easy	['Easily doubled', 'Easily halved', 'Freezable', 'Vegetarian']
lunch	Red lentil, chickpea & chilli soup	['2 tsp cumin seeds', 'large pinch chilli flakes', '1 tbsp olive oil', '1 red onion, chopped', '140g red split lentils', '850ml vegetable stock or water', '400g can tomatoes, whole or chopped', '200g can chickpeas or ½ a can, drained and rinsed (freeze leftovers)', 'small bunch coriander, roughly chopped (save a few leaves, to serve)', '4 tbsp 0% Greek yogurt, to serve']	Easy	['Freezable', 'Vegetarian']
lunch	Vegan chilli	['3 tbsp olive oil', '2 sweet potatoes, peeled and cut into medium chunks ', '2 tsp smoked paprika', '2 tsp ground cumin', '1 onion, chopped ', '2 carrots, chopped ', '2 celery sticks, chopped', '2 garlic cloves, crushed', '1-2 tsp chilli powder (depending on how hot you like it)', '1 tsp dried oregano', '1 tbsp tomato purée', '1 red pepper, cut into chunks ', '2 x 400g cans chopped tomatoes', '400g can black beans, drained ', '400g can kidney beans, drained ', 'lime wedges, guacamole, rice and coriander to serve ']	Easy	['Freezable', 'Gluten-free', 'Healthy', 'High-fibre', 'Vegan', 'Vegetarian']
lunch	10-minute couscous salad	['100g couscous', '200ml hot low salt vegetable stock (from a cube is fine)', '2 spring onions', '1 red pepper', '½ cucumber', '50g feta cheese, cubed ', '2tbsp pesto', '2tbsp pine nuts']	Easy	['Vegetarian']
lunch	Spiced lentil & butternut squash soup	['2 tbsp olive oil', '2 onions, finely chopped', '2 garlic cloves, crushed', '¼ tsp hot chilli powder', '1 tbsp ras el hanout', '1 butternut squash, peeled and cut into 2cm pieces', '100g red lentils', '1l hot vegetable stock', '1 small bunch coriander, leaves chopped, plus extra to serve', 'dukkah (see tip) and natural yogurt, to serve']	Easy	['Freezable', 'Healthy', 'Vegetarian']
lunch	Butternut squash soup with chilli & crème fraîche	['1 butternut squash, about 1kg, peeled and deseeded', '2 tbsp olive oil', '1 tbsp butter', '2 onions, diced', '1 garlic clove, thinly sliced', '2 mild red chillies, deseeded and finely chopped', '850ml hot vegetable stock', '4 tbsp crème fraîche, plus more to serve']	Easy	['Freezable', 'Vegetarian']
lunch	Veggie shepherd's pie with sweet potato mash	['1 tbsp olive oil', '1 large onion, halved and sliced', '2 large carrots (500g/1lb 2oz in total), cut into sugar-cube size pieces', '2 tbsp thyme chopped', '200ml red wine', '400g can chopped tomatoes', '2 vegetable stock cubes', '410g can green lentils', '950g sweet potatoes, peeled and cut into chunks', '25g butter', '85g vegetarian mature cheddar, grated  ']	Easy	['Easily halved', 'Freezable', 'Vegetarian']
lunch	Chicken biryani	['300g basmati rice', '25g butter', '1 large onion, finely sliced', '1 bay leaf', '3 cardamom pods', 'small  cinnamon stick', '1 tsp turmeric', '4 skinless chicken breasts, cut into large chunks', '4 tbsp balti curry paste', '85g raisins', '850ml chicken stock', '30g coriander, ½ chopped, ½ leaves picked and 2 tbsp toasted flaked almonds, to serve']	Easy	['Easily halved']
lunch	Versatile veg soup	['200g chopped  vegetables such as onions, celery and carrots', '300g potatoes,  cubed', '1 tbsp oil', '700ml stock', 'crème fraîche and fresh herbs, to serve']	Easy	['Freezable', 'Healthy', 'Vegetarian']
lunch	Carrot & coriander soup	['1 tbsp vegetable oil', '1 onion, chopped', '1 tsp ground coriander', '1 potato, chopped', '450g carrots, peeled and chopped', '1.2l vegetable or chicken stock', 'handful coriander (about ½ a supermarket packet)']	Easy	['Freezable', 'Vegetarian']
lunch	Lentil soup	['2l vegetable or ham stock', '150g red lentils', '6 carrots, finely chopped', '2 medium leeks, sliced (about 300g)', 'small handful of chopped  parsley, to serve']	Easy	['Easily doubled', 'Healthy', 'Low calorie', 'Vegetarian']
lunch	Quick seafood linguine	['1 tbsp olive oil', '1 onion, chopped', '1 garlic clove, chopped', '1 tsp paprika', '400g can chopped tomatoes', '1l chicken stock  (from a cube is fine)', '300g linguine or spaghetti, roughly broken', '240g frozen seafood mix, defrosted', 'handful of parsley  leaves, chopped, and lemon wedges, to serve']	Easy	[]
lunch	Chicken enchiladas	['3 tbsp olive oil', '2 red onions, sliced', '2 red peppers, sliced', '3 red chillies, 2 deseeded and chopped, 1 sliced', 'small bunch coriander, stalks finely chopped, leaves roughly chopped - plus extra to serve (optional)', '2 garlic cloves, crushed', '1 tbsp ground coriander', '1 tbsp cumin seeds', '6 skinless chicken breasts, cut into small chunks', '415g can refried beans (we used Discovery)', '198g can sweetcorn, drained', '700ml bottle passata', '1 tsp golden caster sugar', '10 tortillas', '2 x 142ml pots soured cream', '200g cheddar, grated']	Easy	['Freezable']
lunch	Leek, bacon & potato soup	['25g butter', '3 rashers streaky bacon, chopped ', '1 onion, chopped ', '400g pack trimmed leek, sliced and well washed', '3 medium potatoes, peeled and diced', '1.4l hot vegetable stock,(we used low-sodium)', '142ml pot single cream', '4 rashers streaky bacon, to serve']	Easy	['Easily doubled', 'Easily halved', 'Freezable (without cream)']
lunch	Tomato soup	['1-1.25kg/2lb 4oz-2lb 12oz ripe  tomatoes', '1 medium onion', '1 small carrot', '1 celery  stick', '2 tbsp olive oil', '2 squirts of tomato purée (about 2 tsp)', 'a good pinch of sugar', '2 bay leaves', '1.2 litres/2 pints hot vegetable stock (made with boiling water and 4 rounded tsp bouillon powder or 2 stock cubes)']	Easy	['Freezable', 'Vegan', 'Vegetarian']
lunch	One pot chicken and mushroom risotto	['50g butter', '85g smoked bacon lardons', '1 large onion, halved and finely chopped', '250g chestnut mushrooms, thickly sliced', '300g arborio risotto rice', '150ml dry white wine', '1.4l hot chicken stock', '140g cooked chicken, chopped', '50g grated parmesan, plus extra to serve (optional)', '½ small pack of  flat-leaf parsley, chopped']	Easy	[]
main-course	Chicken & chorizo jambalaya	['1 tbsp olive oil', '2 chicken breasts, chopped', '1 onion, diced', '1 red pepper, thinly sliced', '2 garlic cloves, crushed', '75g chorizo, sliced', '1 tbsp Cajun seasoning', '250g long grain rice', '400g can plum tomato', '350ml chicken stock']	Easy	['Healthy']
main-course	Creamy courgette lasagne	['9 dried lasagne  sheets', '1 tbsp sunflower oil', '1 onion, finely chopped', '700g courgette (about 6), coarsely grated', '2 garlic cloves, crushed', '250g tub ricotta', '50g cheddar', '350g jar tomato sauce  for pasta']	Easy	['Easily doubled', 'Easily halved', 'Vegetarian']
main-course	Sweet potato & peanut curry	['1 tbsp coconut oil', '1 onion, chopped', '2 garlic cloves, grated', 'thumb-sized piece ginger, grated', '3 tbsp Thai red curry paste (check the label to make sure it’s vegetarian/ vegan)', '1 tbsp smooth peanut butter', '500g sweet potato, peeled and cut into chunks', '400ml can coconut milk', '200g bag spinach', '1 lime, juiced', 'cooked rice, to serve (optional)', 'dry roasted peanuts, to serve (optional)']	Easy	['Gluten-free', 'Vegan', 'Vegetarian']
main-course	The best spaghetti bolognese recipe	['1 tbsp olive oil', '4 rashers smoked streaky bacon,  finely chopped', '2 medium onions, finely chopped', '2 carrots, trimmed and finely chopped', '2 celery sticks, finely chopped', '2 garlic cloves finely chopped', '2-3 sprigs rosemary leaves picked and finely chopped', '500g beef mince', '2 x 400g tins plum tomatoes', 'small pack basil leaves picked, ¾ finely chopped and the rest left whole for garnish', '1 tsp dried oregano', '2 fresh bay leaves', '2 tbsp tomato purée', '1 beef stock cube', '1 red chilli deseeded and finely chopped (optional)', '125ml red wine', '6 cherry tomatoes sliced in half', '75g parmesan grated, plus extra to serve', '400g spaghetti', 'crusty bread to serve (optional)']	Easy	['Freezable (sauce only)']
main-course	Chicken pasta bake	['4 tbsp olive oil', '1 onion, finely chopped', '2 garlic cloves, crushed ', '¼ tsp chilli flakes', '2 x 400g cans chopped tomatoes', '1 tsp caster sugar', '6 tbsp mascarpone', '4 skinless chicken breasts, sliced into strips ', '300g penne', '70g mature cheddar, grated ', '50g grated mozzarella', '½ small bunch of parsley, finely chopped']	Easy	[]
main-course	Spinach, sweet potato & lentil dhal	['1 tbsp sesame oil', '1 red onion, finely chopped', '1 garlic clove, crushed', 'thumb-sized piece ginger, peeled and finely chopped', '1 red chilli, finely chopped', '1½ tsp ground turmeric', '1½ tsp ground cumin', '2 sweet potatoes (about 400g/14oz), cut into even chunks', '250g red split lentils', '600ml vegetable stock', '80g bag of spinach', '4 spring onions, sliced on the diagonal, to serve', '½ small pack of Thai basil, leaves torn, to serve']	Easy	['Freezable', 'Healthy', 'Vegan', 'Vegetarian']
main-course	Burnt aubergine veggie chilli	['1 aubergine', '1 tbsp olive oil or rapeseed oil', '1 red onion, diced', '2 carrots, finely diced', '70g puy lentils or green lentils, rinsed', '30g red lentils, rinsed', '400g can kidney beans', '3 tbsp dark soy sauce', '400g can chopped tomatoes', '20g dark chocolate, finely chopped', '¼ tsp chilli powder', '2 tsp dried oregano', '2 tsp ground cumin', '2 tsp sweet smoked paprika', '1 tsp coriander', '1 tsp cinnamon', '800ml vegetable stock', '½ lime, juiced', 'brown rice', 'tortilla chips, mashed avocado, yogurt or soured cream, grated cheddar, roughly chopped coriander (optional) ']	Easy	['Freezable', 'Vegetarian']
main-course	Easiest ever seafood rice	['1 tbsp olive oil', '1 leek  or onion, sliced', '110g pack chorizo  sausage, chopped', '1 tsp turmeric', '300g long grain rice', '1l hot fish or chicken stock', '200g frozen peas', '400g frozen seafood mix, defrosted']	Easy	['Healthy', 'High-protein']
main-course	Double bean & roasted pepper chilli	['2 onions, chopped', '2 celery sticks, finely chopped', '2 yellow or orange peppers, finely chopped', '2 tbsp sunflower oil or rapeseed oil', '2 x 460g jars roasted red peppers', '2 tsp chipotle paste', '2 tbsp red wine vinegar', '1 tbsp cocoa powder', '1 tbsp dried oregano', '1 tbsp sweet smoked paprika', '2 tbsp ground cumin', '1 tsp ground cinnamon', '2 x 400g cans chopped tomatoes', '400g can refried beans', '3 x 400g cans kidney beans, drained and rinsed', '2 x 400g cans  black beans, drained and rinsed']	Easy	['Freezable', 'Gluten-free', 'Healthy', 'Vegetarian']
main-course	Mushroom risotto	['50g dried porcini  mushrooms', '1 vegetable stock  cube', '2 tbsp olive oil', '1 onion, finely chopped', '2 garlic cloves, finely chopped', '250g pack chestnut mushrooms, chopped', '300g risotto rice, such as arborio', '1 x 175ml glass white wine', '25g butter', 'handful parsley  leaves, chopped', '50g parmesan  or Grana Padano, freshly grated']	Easy	['Vegetarian']
main-course	Slow-cooker beef stew	['1 onion, chopped', '2 celery sticks, finely chopped', '2 tbsp rapeseed oil', '3 carrots, halved and cut into chunks', '2 bay leaves', '½ pack thyme', '2 tbsp tomato purée', '2 tbsp Worcestershire sauce', '2 beef stock cubes or stock pots', '900g beef for braising such as skirt, buy a whole piece and cut it yourself for bigger chunks or buy ready-diced', '2 tsp cornflour (optional)', '½ small bunch parsley, chopped', 'buttery mash, to serve (optional)']	Easy	['Freezable']
main-course	Chinese chicken curry	['4 skinless chicken breasts, cut into chunks (or use thighs or drumsticks)', '2 tsp cornflour', '1 onion, diced', '2 tbsp rapeseed oil', '1 garlic clove, crushed', '2 tsp curry powder', '1 tsp turmeric', '½ tsp ground ginger', 'pinch sugar', '400ml chicken stock', '1 tsp soy sauce', 'handful frozen peas', 'rice to serve']	Easy	['Healthy', 'High-protein', 'Low calorie', 'Low fat']
main-course	Sausage ragu	['3 tbsp olive oil', '1 onion, finely chopped', '2 large garlic cloves, crushed', '¼ tsp chilli flakes', '2 rosemary sprigs, leaves finely chopped', '2 x 400g cans chopped tomatoes', '1 tbsp brown sugar', '6 pork sausages', '150ml whole milk', '1 lemon, zested', '350g rigatoni pasta', 'grated parmesan and ½ small bunch parsley, leaves roughly chopped, to serve']	Easy	['Freezable']
main-course	Kidney bean curry	['1 tbsp vegetable oil', '1 onion, finely chopped', '2 garlic cloves, finely chopped', 'thumb-sized piece of ginger, peeled and finely chopped', '1 small pack coriander, stalks finely chopped, leaves roughly shredded', '1 tsp ground cumin', '1 tsp ground paprika', '2 tsp garam masala', '400g can chopped tomatoes', '400g can kidney beans, in water', 'cooked basmati rice, to serve']	Easy	['Freezable', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
main-course	Cottage pie	['3 tbsp olive oil', '1¼kg beef mince', '2 onions, finely chopped', '3 carrots, chopped', '3 celery sticks, chopped', '2 garlic cloves, finely chopped', '3 tbsp plain flour', '1 tbsp tomato purée', 'large glass of red wine (optional)', '850ml beef stock', '4 tbsp Worcestershire sauce', 'a few thyme sprigs', '2 bay leaves', '1.8kg potatoes, chopped', '225ml milk', '25g butter', '200g strong cheddar, grated', 'freshly grated  nutmeg']	Easy	['Freezable']
main-course	Toad-in-the-hole	['12 chipolatas', '1 tbsp sunflower oil', '140g plain flour', '2 eggs', '175ml semi-skimmed milk']	Easy	[]
main-course	Creamy salmon, leek & potato traybake	['250g baby potatoes, thickly sliced', '2 tbsp olive oil', '1 leek, halved, washed and sliced', '1 garlic clove, crushed', '70ml double cream', '1 tbsp capers, plus extra to serve', '1 tbsp chives, plus extra to serve', '2 skinless salmon fillets', 'mixed rocket salad, to serve (optional)']	Easy	['Gluten-free']
main-course	Vegetarian lasagne	['3 red peppers, cut into large chunks', '2 aubergines, cut into ½ cm thick slices', '8 tbsp olive oil, plus extra for the dish', '300g lasagne sheets', '125g mozzarella', 'handful cherry tomatoes, halved', '1 tbsp olive oil', '2 onions, finely chopped', '2 garlic cloves, sliced', '1 carrot, roughly chopped', '2 tbsp tomato purée', '200ml white wine', '3 x 400g cans chopped tomatoes', '1 bunch of basil, leaves picked', '85g butter', '85g plain flour', '750ml milk']	Easy	['Freezable', 'Vegetarian']
main-course	Mushroom stroganoff	['2 tsp olive oil', '1 onion, finely chopped', '1 tbsp sweet paprika', '2 garlic cloves, crushed', '300g mixed mushrooms, chopped', '150ml low-sodium beef or vegetable stock', '1 tbsp Worcestershire sauce, or vegetarian alternative', '3 tbsp half-fat soured cream', 'small bunch of parsley, roughly chopped', '250g pouch cooked  wild rice']	Easy	['Vegetarian']
main-course	Chicken jalfrezi	['½ large onion, roughly chopped', '2 garlic cloves, chopped', '1 green chilli, finely chopped', 'vegetable oil, for frying', '400g can plum tomatoes', '1 tbsp ground coriander', '1 tbsp ground cumin', '1 tsp turmeric', '2-3 chicken breasts, diced', '1 tsp ground cumin', '1 tsp ground coriander', '1 tsp turmeric', '½ large onion, sliced', '1 red pepper, chopped', '2 red chillies, finely chopped (optional)', '2 tsp garam masala', 'handful of fresh, chopped coriander leaves', 'cooked basmati rice or naan bread to serve']	Easy	['Freezable (sauce only)', 'Gluten-free', 'Healthy']
main-course	Lentil bolognese	['3 tbsp olive oil', '2 onions, finely chopped', '3 carrots, finely chopped', '3 celery sticks, finely chopped', '3 garlic cloves, crushed', '500g bag dried red lentils', '2 x 400g cans chopped tomatoes', '2 tbsp tomato purée', '2 tsp each dried oregano and thyme', '3 bay leaves', '1l vegetable stock', '500g spaghetti', 'parmesan or vegetarian cheese, grated, to serve']	Easy	['Easily doubled', 'Freezable', 'Healthy', 'High-protein', 'Vegetarian']
main-course	Indian butternut squash curry	['200g brown basmati rice', '1 tbsp olive oil', '1 butternut squash, diced', '1 red onion, diced', '2 tbsp mild curry paste', '300ml vegetable stock', '4 large tomatoes, roughly chopped', '400g can chickpeas, rinsed and drained', '3 tbsp fat-free Greek yogurt', 'small handful coriander, chopped']	Easy	['Freezable', 'Healthy', 'Vegetarian']
main-course	Roasted tomato, basil & parmesan quiche	['300g cherry tomatoes', 'drizzle olive oil', '50g parmesan (or vegetarian alternative), grated ', '2 eggs', '284ml pot double cream', 'handful basil  leaves, shredded, plus a few small ones left whole for scattering', '280g plain flour, plus extra for dusting', '140g cold butter, cut into pieces']	Easy	['Vegetarian']
main-course	Paprika pork	['1 tbsp olive oil', '2 onions, finely sliced', '400g pork fillet, trimmed of any fat, cut into thick strips', '250g pack mushroom, sliced', '1 ½ tbsp smoked paprika', '1 tbsp tomato purée', '200ml chicken stock', '100ml soured cream', 'egg noodles, tagliatelle or rice, to serve']	Easy	['Healthy']
main-course	Chickpea curry	['2 tbsp oil', '1 onion, diced', '1 tsp fresh or dried chilli, to taste', '9 garlic cloves (approx 1 small bulb of garlic)', 'thumb-sized piece ginger, peeled', '1 tbsp ground coriander', '2 tbsp ground cumin', '1 tbsp garam masala', '2 tbsp tomato purée', '2 x 400g cans chickpeas, drained', '400g can chopped tomatoes', '100g creamed coconut', '½ small pack coriander, chopped, plus extra to garnish', '100g spinach', 'cooked rice and/or dahl']	Easy	['Freezable', 'Gluten-free', 'Vegan', 'Vegetarian']
main-course	Chicken & chorizo ragu	['120g cooking chorizo, chopped', '1 red onion, chopped', '2 garlic cloves, grated', '1 tsp hot smoked paprika', '80g sundried tomatoes, roughly chopped', '600g skinless and boneless chicken thighs', '400g can chopped tomatoes', '100ml chicken stock', '1 lemon, juiced', 'jacket potatoes, chopped parsley and soured cream, to serve (optional)']	Easy	['Freezable']
main-course	Mustard-stuffed chicken	['125g ball mozzarella, torn into small pieces', '50g strong cheddar, grated', '1 tbsp wholegrain mustard', '4 skinless boneless chicken breast fillets', '8 smoked streaky bacon rashers']	Easy	['Easily doubled', 'Easily halved']
main-course	Home-style chicken curry	['1 large onion', '6 garlic cloves, roughly chopped', '50g ginger, roughly chopped', '4 tbsp vegetable oil', '2 tsp cumin seeds', '1 tsp fennel seeds', '5cm cinnamon stick', '1 tsp chilli flakes', '1 tsp garam masala', '1 tsp turmeric', '1 tsp caster sugar', '400g can chopped tomatoes', '8 chicken thighs,  skinned, boneless (about 800g)', '250ml hot chicken stock', '2 tbsp chopped coriander']	Easy	['Freezable']
main-course	Beef stew	['2 celery sticks, thickly sliced', '1 onion, chopped', '2 really big  carrots, halved lengthways then very chunkily sliced', '5 bay leaves', '2 thyme sprigs, 1 whole and 1 leaves picked', '1 tbsp vegetable oil', '1 tbsp butter', '2 tbsp plain flour', '2 tbsp tomato purée', '2 tbsp Worcestershire sauce', '2 beef stock cubes, crumbled', '850g stewing beef (featherblade or brisket works nicely), cut into nice large chunks']	Easy	['Freezable']
main-course	Ultimate spaghetti carbonara recipe	['100g pancetta', '50g pecorino cheese', '50g parmesan', '3 large eggs', '350g spaghetti', '2 plump garlic cloves, peeled and left whole', '50g unsalted butter', 'sea salt and freshly ground black pepper']	Easy	[]
pasta	Chicken pasta bake	['4 tbsp olive oil', '1 onion, finely chopped', '2 garlic cloves, crushed ', '¼ tsp chilli flakes', '2 x 400g cans chopped tomatoes', '1 tsp caster sugar', '6 tbsp mascarpone', '4 skinless chicken breasts, sliced into strips ', '300g penne', '70g mature cheddar, grated ', '50g grated mozzarella', '½ small bunch of parsley, finely chopped']	Easy	[]
pasta	Chorizo & mozzarella gnocchi bake	['1 tbsp olive oil', '1 onion, finely chopped', '2 garlic cloves, crushed', '120g chorizo, diced', '2 x 400g cans chopped  tomatoes', '1 tsp caster sugar', '600g fresh gnocchi', '125g mozzarella ball, cut into chunks', 'small bunch of basil, torn', 'green salad, to serve']	Easy	[]
pasta	Sausage ragu	['3 tbsp olive oil', '1 onion, finely chopped', '2 large garlic cloves, crushed', '¼ tsp chilli flakes', '2 rosemary sprigs, leaves finely chopped', '2 x 400g cans chopped tomatoes', '1 tbsp brown sugar', '6 pork sausages', '150ml whole milk', '1 lemon, zested', '350g rigatoni pasta', 'grated parmesan and ½ small bunch parsley, leaves roughly chopped, to serve']	Easy	['Freezable']
pasta	Quick seafood linguine	['1 tbsp olive oil', '1 onion, chopped', '1 garlic clove, chopped', '1 tsp paprika', '400g can chopped tomatoes', '1l chicken stock  (from a cube is fine)', '300g linguine or spaghetti, roughly broken', '240g frozen seafood mix, defrosted', 'handful of parsley  leaves, chopped, and lemon wedges, to serve']	Easy	[]
pasta	Spaghetti puttanesca	['3 tbsp olive oil', '1 onion, finely chopped', '2 large garlic cloves, crushed', '½ tsp chilli flakes (optional)', '400g can chopped tomatoes', '5 anchovy fillets, finely chopped', '120g pitted black olives', '2 tbsp capers, drained', '300g dried spaghetti', '½ small bunch of parsley, finely chopped']	Easy	[]
pasta	Japanese ramen noodle soup	['700ml chicken stock', '3 garlic cloves, halved', '4 tbsp soy sauce, plus extra to season', '1 tsp Worcestershire sauce', 'thumb-sized piece of ginger, sliced', '½ tsp Chinese five spice', 'pinch of chilli powder', '1 tsp white sugar (optional)', '375g ramen noodles', '400g sliced cooked pork or chicken breast', '2 tsp sesame oil', '100g baby spinach', '4 tbsp sweetcorn', '4 boiled eggs, peeled and halved', '1 sheet dried nori, finely shredded', 'sliced green spring onions or shallots', 'sprinkle of sesame seeds']	Easy	[]
pasta	Caponata pasta	['4 tbsp olive oil (or use the oil from your chargrilled veg, see below)', '1 large onion, finely chopped', '4 garlic cloves, finely sliced', '250g chargrilled Mediterranean veg (peppers and aubergines, if possible) from a jar, pot or deli counter, drained if in oil (you can use this oil in place of the olive oil) and roughly chopped', '400g can chopped tomatoes', '1 tbsp small capers', '2 tbsp raisins', '350g rigatoni, penne or another short pasta shape', 'bunch basil leaves, picked', 'parmesan (or vegetarian alternative), shaved, to serve']	Easy	['Vegetarian']
pasta	Creamy mushroom pasta	['2 tbsp olive oil', '1 tbsp butter', '1 onion, finely chopped', '250g button chestnut mushroom, sliced', '1 garlic clove, finely grated', '100ml dry white wine', '200ml double cream', '1 lemon, zest only', '200g parmesan (or vegetarian alternative), grated, plus extra to serve', '300g tagliatelle or linguini ', '½ small bunch parsley, finely chopped ']	Easy	['Vegetarian']
pasta	Lemony prawn & courgette tagliatelle	['2 tbsp olive oil', '2 courgettes (about 500g), trimmed and coarsely grated', '1 large garlic clove, finely grated', '1 small red  chilli, finely chopped', '180g tagliatelle', '150g raw king  prawns, peeled and deveined', '1 lemon, zested and juiced', '½ small bunch of parsley, finely chopped']	Easy	['Healthy']
pasta	Cheesy ham & broccoli pasta	['300g pasta (we used conchiglie)', '1 head of broccoli, cut into small florets', '1 tbsp oil', '1 onion, finely chopped', '2 garlic cloves, crushed', '250g ham, cut into chunks (get a nice thick slice from the deli counter)', '300ml pot double cream', '1 tbsp English mustard', '140g mature cheddar, grated']	Easy	[]
pasta	Easy tomato pasta	['1 tbsp olive oil', '1 onion, chopped', '1 garlic clove, crushed', '400g can cherry or chopped tomatoes', 'pinch sugar', 'few dashes Worcestershire sauce', '100g rigatoni or other tube-shaped pasta', '50g gruyère or cheddar, grated', 'hunk of baguette or sliced bread,  coarsely grated', '2 frankfurters, sliced (optional)']	Easy	['Freezable']
