cuisine	types	name	ingredients	difficulty	health_banners	instructions	link
['british']	['afternoon-tea', 'treat']	Carrot loaf cake	['zest and juice 1 orange', '50g sultanas', '150ml sunflower oil, plus extra for greasing', '2 eggs', '140g soft light brown sugar', '85g wholemeal self-raising flour', '85g self-raising flour', '2 tsp each ground cinnamon and ground mixed spice', '1 tsp bicarbonate of soda', '140g carrots, coarsely grated', '50g walnuts, chopped, plus a few halves to decorate', '200g soft cheese (we used full fat Philadelphia)', '50g butter, softened', '85g icing sugar, sifted', 'pinch ground cinnamon']	Easy	['Freezable (Can be frozen before icing)']	['If you have time to do it the night before, put the orange zest and juice in a bowl with the sultanas. If you don’t have time simply stir the zest, juice and sultanas together and microwave on Medium for 1-2 mins.', 'Heat oven to 180C/160C fan/gas 4 and grease and line the base and sides of a 2lb loaf tin. Whisk together the oil and eggs. Mix together the sugar, flours, mixed spice, cinnamon and bicarb in your largest mixing bowl. Add the sultanas with any juice and zest left in the bowl, grated carrot, walnuts and whisked egg mixture into the dry ingredients, then thoroughly mix with a wooden spoon. Tip into the loaf tin and bake on the middle shelf for 1 hr, or until a skewer comes out clean. Cool the cake in the tin.', 'Once cool, remove from the tin and make the icing. With an electric whisk beat together butter, cinnamon and icing sugar until it comes together and is smooth. It takes a little while to come together (will look like breadcrumbs for a bit). Add the cream cheese and beat briefly until soft and smooth. Be careful not to overbeat or the cream cheese may split and become runny. Spread over the top of the cake and decorate with walnut halves.']	https://www.bbcgoodfood.com/recipes/carrot-cake-cinnamon-frosting
	['dinner', 'main-course', 'supper']	Vegetarian bolognese	['2 tbsp olive oil, or another cooking oil', '1 medium onion, finely chopped', '2 carrots, very finely chopped', '2 celery sticks, very finely chopped', '1 garlic clove, crushed', '350g frozen vegetarian mince', '1 bay leaf', '500ml passata', '1 vegetable stock cube', '100ml milk', 'small bunch basil, chopped', '600g cooked spaghetti or other pasta shape (about 250g dried)', 'vegetarian hard cheese, to serve, optional']	Easy	['Freezable', 'Vegetarian']	['Heat the oil in a saucepan and gently fry the onion, carrots and celery until the onion is starting to soften. Stir in the garlic and the vegetarian mince (there’s no need to defrost it) and fry for a couple of mins. Add the bay leaf, passata, vegetable stock cube and 200ml water, then bring everything to the boil.', 'Turn down the heat and simmer for 30 mins or until all the pieces of veg are tender and disappearing into the tomato sauce. Add the milk, then cover with a lid and cook for 10 mins. Season to taste. If the sauce is a bit thin, keep bubbling until it thickens. Stir through the basil. Serve with the spaghetti and grate the cheese over the top, if you like. Can be frozen into portions and reheated.']	https://www.bbcgoodfood.com/recipes/vegetarian-bolognese
['mexican']	['dinner', 'main-course']	Mexican chicken stew with quinoa & beans	['1 tbsp olive oil', '1 onion, sliced', '2 red peppers, deseeded and chopped into largish chunks', '3 tbsp chipotle paste', '2 x 400g cans chopped tomatoes', '4 skinless chicken breasts', '140g quinoa', '2 chicken stock cubes', '1 x 400g can pinto beans, drained', 'small bunch coriander, most chopped, a few leaves left whole', 'juice 1 lime', '1 tbsp sugar', 'natural yogurt, to serve']	Easy	['Freezable']	['Heat the oil in a deep frying pan and fry the onions and peppers for a few mins until softened. Stir in the chipotle paste for a minute, followed by the tomatoes. Add up to a tomato can-full of water to cover the chicken and bring to a gentle simmer. Add the chicken breasts and gently simmer, turning the chicken occasionally, for 20 mins until the chicken is cooked through.', 'Bring a large saucepan of water to the boil with the stock cubes. Add the quinoa and cook for 15 mins until tender, adding the beans for the final min. Drain well and stir in the coriander and lime juice, then check for seasoning before covering to keep warm.', 'Lift the chicken out onto a board and shred each breast using two forks. Stir back into the tomato sauce with the sugar and season. Serve with the quinoa, scattering the stew with some coriander leaves just before dishing up and eating with a dollop of yogurt on the side.']	https://www.bbcgoodfood.com/recipes/mexican-chicken-stew-quinoa-beans
	['dessert', 'dinner', 'snack']	Easy crêpes	['175g plain flour', '3 large eggs', '450ml milk', 'sunflower oil, for frying']	Easy	['Vegetarian']	['Weigh the flour in a large jug or bowl. Crack in the eggs, add half the milk and a pinch of salt. Whisk to a smooth, thick batter. Add the remaining milk and whisk again. Set aside for at least 30 mins.', 'Heat a large non-stick crêpe pan or frying pan. Add a drizzle of oil, then wipe out the excess with kitchen paper. When the pan is hot, add enough batter to just cover the surface, swirling it and pouring any excess back into the bowl. The pancake should be as thin as possible. When the edges are peeling away from the sides of the pan, shake it to see if the pancake easily releases and is browning on the underside. If not, cook a little longer. Flip and cook the other side for a minute or two. Serve, or keep warm in a low oven.']	https://www.bbcgoodfood.com/recipes/easy-pancakes-two-ways
['moroccan']	['dinner', 'main-course']	5-a-day tagine	['4 carrots, cut into chunks', '4 small parsnips, or 3 large, cut into chunks', '3 red onions, cut into wedges', '2 red peppers, deseeded and cut into chunks', '2 tbsp olive oil', '1 tsp each ground cumin, paprika, cinnamon and mild chilli powder', '400g can chopped tomato', '2 small handfuls soft dried apricots', '2 tsp honey']	Easy	['Freezable', 'Dairy-free', 'Vegetarian']	['Heat oven to 200C/fan 180C/gas 6. Scatter the veg over a couple of baking trays, drizzle with half the oil, season, then rub the oil over the veg with your hands to coat. Roast for 30 mins until tender and beginning to brown.', 'Meanwhile, fry the spices in the remaining oil for 1 min – they should sizzle and start to smell aromatic. Tip in the tomatoes, apricots, honey and a can of water. Simmer for 5 mins until the sauce is slightly reduced and the apricots plump, then stir in the veg and some seasoning. Serve with couscous or jacket potatoes.']	https://www.bbcgoodfood.com/recipes/5-day-tagine
	['dinner']	Creamy spinach chicken	['30g unsalted butter', '240g baby spinach', '4 chicken breasts, skin removed, sliced crosswise into strips', '4 garlic cloves, finely chopped or grated', '200ml double cream', '40g Parmigiano Reggiano, finely grated', 'cooked rice or potatoes, to serve  (optional)']	Easy	['Egg-free', 'High-protein', 'Keto', 'Low carb', 'Low sugar', 'Nut-free']	['Melt half the butter in a large frying pan over a medium heat and gently wilt the spinach, about 2-3 mins. Stir and season well. Remove to a colander to drain.', 'If any liquid remains in the pan, pour it away and wipe it out. Melt the rest of the butter in the same pan over a medium heat, swirling it so the base of the pan is covered. Fry the chicken for 1-2 mins, stirring until lightly golden. Season well. Add the garlic and fry for 1 min more, then pour in the cream and simmer for 15 mins, stirring often until the chicken has cooked through – be careful not to let the cream boil.', 'Stir in 30g of the cheese and all the spinach, squeezing out any excess liquid first. Simmer for another 5 mins until the cheese has melted and the chicken is cooked through. To check the chicken is ready, pierce the thickest part of the meat to ensure the juices run clear.', 'Scatter with the remaining cheese and serve the chicken with plenty of the sauce, alongside rice or potatoes, if you like.']	https://www.bbcgoodfood.com/recipes/creamy-spinach-chicken
	['dinner', 'main-course']	Coronation chicken pie	['6 boneless, skinless chicken thighs', '1 tsp ground turmeric', 'large piece ginger, peeled and finely grated', '1 tsp cumin seeds', '3 tbsp korma curry paste', '400ml can coconut milk', '400g spinach', '60g dried mango, chopped into chunks', '50g raisins', '500g block  puff pastry', 'plain flour, for dusting', '1 egg, beaten', 'a mixture of  black onion seeds, flaked almonds and cumin seeds, for sprinkling', 'small bunch of coriander, chopped', 'mango chutney, to serve (optional)', '100g Greek yogurt', '1 tsp mild curry powder', '½ lemon, juiced']	Easy	[]	['Tip the chicken into a bowl with the turmeric, ginger, cumin seeds, korma paste and pinch of salt. Mix well. Leave to marinate for a few hours, or overnight (if marinating overnight, cover and chill).', 'Tip the marinated chicken into a medium saucepan and pour over the coconut milk. Stir, bring to a simmer over a low heat and cook for 40 mins until very tender (it should be falling apart). Leave to cool.', 'Meanwhile, tip the spinach into a colander and pour over a kettleful of boiled water until wilted. Leave to cool, then squeeze out as much water as you can and roughly chop. Roughly shred the chicken into the sauce in the pan, then stir through the chopped spinach, dried mango and raisins to make a loose filling. Can be made a day ahead.', 'Roughly halve the puff pastry, but make sure one half is slightly bigger. Roll the smaller half out onto a floured surface to a circle about 25cm in diameter, then transfer to a baking tray. Pile the filling into the middle of the pastry circle, leaving a border around the edge. Brush the border with a little of the beaten egg. Roll out the remaining pastry half to a circle about 30cm in diameter. Drape this over the filling, pressing or crimping the edges to seal. Chill for at least 20 mins. At this stage, the pie can be covered and kept chilled overnight.', 'Heat the oven to 200C/180C fan/ gas 6. Gently score a criss-cross pattern over the top of the pie using a sharp knife, then brush all over with more of the beaten egg. Bake for 20 mins, then remove from the oven, brush with the rest of the egg, and sprinkle over the seed and almond mixture and a little sea salt. Bake for 20 mins more, or until the pie is deep golden and the almonds are toasted. While the pie bakes, combine the dressing ingredients.', 'Leave the pie to cool, then cut into wedges and serve with the yogurt dressing and some chutney, if using.']	https://www.bbcgoodfood.com/recipes/coronation-chicken-pie
['indian']		Tomato & chickpea curry	['1 tbsp olive oil', '2 onions, finely sliced', '2 garlic cloves, crushed', '1 tsp garam masala', '1 tsp turmeric', '1 tsp ground coriander', '400g can plum tomatoes', '400ml can coconut milk', '400g can chickpeas, drained and rinsed', '2 large tomatoes, quartered', '½ small pack coriander, roughly chopped', 'cooked  basmati rice, to serve']	Easy	['Gluten-free', 'Vegan', 'Vegetarian']	['Heat 1 tbsp olive oil in a large pan and add 2 finely sliced onions. Cook until softened, about 10 mins.', 'Add 2 crushed garlic cloves, 1 tsp garam masala, 1 tsp turmeric and 1 tsp ground coriander, then stir to combine. Cook for 1-2 mins, then pour in a 400g can of plum tomatoes, break up with a wooden spoon and simmer for 10 mins.', 'Pour in a 400ml can of coconut milk and season. Bring to the boil and simmer for a further 10-15 mins until the sauce has thickened.', 'Tip in a drained and rinsed 400g can of chickpeas and 2 quartered large tomatoes, and warm through. Scatter over roughly chopped coriander from ½ small pack and serve with fluffy rice.']	https://www.bbcgoodfood.com/recipes/tomato-chickpea-curry
['british']	['lunch', 'soup', 'supper']	Pumpkin soup	['2 tbsp olive oil', '2 onions, finely chopped', '1kg pumpkin or squash (try kabocha), peeled, deseeded and chopped into chunks', '700ml vegetable stock or chicken stock', '150ml double cream', '2 tbsp olive oil', '4 slices wholemeal seeded bread, crusts removed', 'handful pumpkin seeds']	Easy	['Freezable', 'Vegetarian']	['Heat 2 tbsp olive oil in a large saucepan, then gently cook 2 finely chopped onions for 5 mins, until soft but not coloured.', 'Add 1kg pumpkin or squash, cut into chunks, to the pan, then carry on cooking for 8-10 mins, stirring occasionally until it starts to soften and turn golden.', 'Pour 700ml vegetable or chicken stock into the pan and season with salt and pepper. Bring to the boil, then simmer for 10 mins until the squash is very soft.', 'Pour 150ml double cream into the pan, bring back to the boil, then purée with a hand blender. For an extra-velvety consistency you can pour the soup through a fine sieve. The soup can now be frozen for up to 2 months.', 'To make the croutons: cut 4 slices wholemeal seeded bread into small squares.', 'Heat 2 tbsp olive oil in a frying pan, then fry the bread until it starts to become crisp.', 'Add a handful of pumpkin seeds to the pan, then cook for a few mins more until they are toasted. These can be made a day ahead and stored in an airtight container.', 'Reheat the soup if needed, taste for seasoning, then serve scattered with croutons and seeds and drizzled with more olive oil, if you want.']	https://www.bbcgoodfood.com/recipes/pumpkin-soup
['thai']	['dinner', 'main-course']	Beef massaman curry	['85g unsalted peanuts', '400ml can coconut milk', '4 tbsp massaman curry paste', '600g stewing beef steak, cut into large chunks', '450g waxy potatoes, cut into 2.5cm chunks', '1 onion, cut into thin wedges', '4 kaffir lime leaves (available from Thai shops or dried from supermarkets)', '1 cinnamon stick', '1 tbsp tamarind paste', '1 tbsp palm or soft light brown sugar', '1 tbsp fish sauce', '1 red chilli, deseeded and finely sliced, to serve', 'jasmine rice, to serve']	Easy	['Freezable']	['Heat oven to 200C/180C fan/gas 6, then roast the peanuts on a baking tray for 5 mins until golden brown. When cool enough to handle, roughly chop. Reduce oven to 180C/160C fan/gas 4.', 'Heat 2 tbsp coconut milk (use the cream on top if there is any) in a large casserole dish with a lid. Add the curry paste and fry for 1 min, then stir in the beef and fry until well coated and sealed.', 'Stir in the rest of the coconut with half a can of water, the potatoes, onion, lime leaves, cinnamon, tamarind, sugar, fish sauce and most of the peanuts. Bring to a simmer, then cover and cook for 2 hrs in the oven until the beef is tender.', 'Sprinkle with sliced chilli and the remaining peanuts, then serve straight from the dish with jasmine rice.']	https://www.bbcgoodfood.com/recipes/beef-massaman-curry
['british']	['afternoon-tea', 'snack', 'supper', 'treat']	Halloween pumpkin cake	['300g self-raising flour', '300g light muscovado sugar', '3 tsp mixed spice', '2 tsp bicarbonate of soda', '175g sultanas', '½ tsp salt', '4 eggs, beaten', '200g butter, melted', 'zest 1 orange', '1 tbsp orange juice', '500g (peeled weight) pumpkin or butternut squash flesh, grated', '200g pack soft cheese', '85g butter, softened', '100g icing sugar, sifted', 'zest 1 orange  and juice of half']	Easy	['Freezable (un-iced)', 'Vegetarian']	['Heat oven to 180C/fan 160C/gas 4. Butter and line a 30 x 20cm baking or small roasting tin with baking parchment. Put the flour, sugar, spice, bicarbonate of soda, sultanas and salt into a large bowl and stir to combine.', 'Beat the eggs into the melted butter, stir in the orange zest and juice, then mix with the dry ingredients till combined. Stir in the pumpkin. Pour the batter into the tin and bake for 30 minutes, or until golden and springy to the touch.', 'To make the frosting, beat together the cheese, butter, icing sugar, orange zest and 1 tsp of the juice till smooth and creamy, then set aside in the fridge. When the cake is done, cool for 5 mins then turn it onto a cooling rack. Prick it all over with a skewer and drizzle with the rest of the orange juice while still warm. Leave to cool completely.', 'If you like, trim the edges of the cake. Give the frosting a quick beat to loosen, then, using a palette knife, spread over the top of the cake in peaks and swirls. If you’re making the cake ahead, keep it in the fridge then take out as many pieces as you want 30 mins or so before serving. Will keep, covered, for up to 3 days in the fridge.']	https://www.bbcgoodfood.com/recipes/halloween-pumpkin-cake
['mexican']	['dinner', 'main-course']	Mexican chicken stew with quinoa & beans	['1 tbsp olive oil', '1 onion, sliced', '2 red peppers, deseeded and chopped into largish chunks', '3 tbsp chipotle paste', '2 x 400g cans chopped tomatoes', '4 skinless chicken breasts', '140g quinoa', '2 chicken stock cubes', '1 x 400g can pinto beans, drained', 'small bunch coriander, most chopped, a few leaves left whole', 'juice 1 lime', '1 tbsp sugar', 'natural yogurt, to serve']	Easy	['Freezable']	['Heat the oil in a deep frying pan and fry the onions and peppers for a few mins until softened. Stir in the chipotle paste for a minute, followed by the tomatoes. Add up to a tomato can-full of water to cover the chicken and bring to a gentle simmer. Add the chicken breasts and gently simmer, turning the chicken occasionally, for 20 mins until the chicken is cooked through.', 'Bring a large saucepan of water to the boil with the stock cubes. Add the quinoa and cook for 15 mins until tender, adding the beans for the final min. Drain well and stir in the coriander and lime juice, then check for seasoning before covering to keep warm.', 'Lift the chicken out onto a board and shred each breast using two forks. Stir back into the tomato sauce with the sugar and season. Serve with the quinoa, scattering the stew with some coriander leaves just before dishing up and eating with a dollop of yogurt on the side.']	https://www.bbcgoodfood.com/recipes/mexican-chicken-stew-quinoa-beans
['indian']		Tomato & chickpea curry	['1 tbsp olive oil', '2 onions, finely sliced', '2 garlic cloves, crushed', '1 tsp garam masala', '1 tsp turmeric', '1 tsp ground coriander', '400g can plum tomatoes', '400ml can coconut milk', '400g can chickpeas, drained and rinsed', '2 large tomatoes, quartered', '½ small pack coriander, roughly chopped', 'cooked  basmati rice, to serve']	Easy	['Gluten-free', 'Vegan', 'Vegetarian']	['Heat 1 tbsp olive oil in a large pan and add 2 finely sliced onions. Cook until softened, about 10 mins.', 'Add 2 crushed garlic cloves, 1 tsp garam masala, 1 tsp turmeric and 1 tsp ground coriander, then stir to combine. Cook for 1-2 mins, then pour in a 400g can of plum tomatoes, break up with a wooden spoon and simmer for 10 mins.', 'Pour in a 400ml can of coconut milk and season. Bring to the boil and simmer for a further 10-15 mins until the sauce has thickened.', 'Tip in a drained and rinsed 400g can of chickpeas and 2 quartered large tomatoes, and warm through. Scatter over roughly chopped coriander from ½ small pack and serve with fluffy rice.']	https://www.bbcgoodfood.com/recipes/tomato-chickpea-curry
['british']	['afternoon-tea', 'treat']	Carrot loaf cake	['zest and juice 1 orange', '50g sultanas', '150ml sunflower oil, plus extra for greasing', '2 eggs', '140g soft light brown sugar', '85g wholemeal self-raising flour', '85g self-raising flour', '2 tsp each ground cinnamon and ground mixed spice', '1 tsp bicarbonate of soda', '140g carrots, coarsely grated', '50g walnuts, chopped, plus a few halves to decorate', '200g soft cheese (we used full fat Philadelphia)', '50g butter, softened', '85g icing sugar, sifted', 'pinch ground cinnamon']	Easy	['Freezable (Can be frozen before icing)']	['If you have time to do it the night before, put the orange zest and juice in a bowl with the sultanas. If you don’t have time simply stir the zest, juice and sultanas together and microwave on Medium for 1-2 mins.', 'Heat oven to 180C/160C fan/gas 4 and grease and line the base and sides of a 2lb loaf tin. Whisk together the oil and eggs. Mix together the sugar, flours, mixed spice, cinnamon and bicarb in your largest mixing bowl. Add the sultanas with any juice and zest left in the bowl, grated carrot, walnuts and whisked egg mixture into the dry ingredients, then thoroughly mix with a wooden spoon. Tip into the loaf tin and bake on the middle shelf for 1 hr, or until a skewer comes out clean. Cool the cake in the tin.', 'Once cool, remove from the tin and make the icing. With an electric whisk beat together butter, cinnamon and icing sugar until it comes together and is smooth. It takes a little while to come together (will look like breadcrumbs for a bit). Add the cream cheese and beat briefly until soft and smooth. Be careful not to overbeat or the cream cheese may split and become runny. Spread over the top of the cake and decorate with walnut halves.']	https://www.bbcgoodfood.com/recipes/carrot-cake-cinnamon-frosting
['british']	['lunch', 'soup', 'supper']	Pumpkin soup	['2 tbsp olive oil', '2 onions, finely chopped', '1kg pumpkin or squash (try kabocha), peeled, deseeded and chopped into chunks', '700ml vegetable stock or chicken stock', '150ml double cream', '2 tbsp olive oil', '4 slices wholemeal seeded bread, crusts removed', 'handful pumpkin seeds']	Easy	['Freezable', 'Vegetarian']	['Heat 2 tbsp olive oil in a large saucepan, then gently cook 2 finely chopped onions for 5 mins, until soft but not coloured.', 'Add 1kg pumpkin or squash, cut into chunks, to the pan, then carry on cooking for 8-10 mins, stirring occasionally until it starts to soften and turn golden.', 'Pour 700ml vegetable or chicken stock into the pan and season with salt and pepper. Bring to the boil, then simmer for 10 mins until the squash is very soft.', 'Pour 150ml double cream into the pan, bring back to the boil, then purée with a hand blender. For an extra-velvety consistency you can pour the soup through a fine sieve. The soup can now be frozen for up to 2 months.', 'To make the croutons: cut 4 slices wholemeal seeded bread into small squares.', 'Heat 2 tbsp olive oil in a frying pan, then fry the bread until it starts to become crisp.', 'Add a handful of pumpkin seeds to the pan, then cook for a few mins more until they are toasted. These can be made a day ahead and stored in an airtight container.', 'Reheat the soup if needed, taste for seasoning, then serve scattered with croutons and seeds and drizzled with more olive oil, if you want.']	https://www.bbcgoodfood.com/recipes/pumpkin-soup
	['dessert', 'dinner', 'snack']	Easy crêpes	['175g plain flour', '3 large eggs', '450ml milk', 'sunflower oil, for frying']	Easy	['Vegetarian']	['Weigh the flour in a large jug or bowl. Crack in the eggs, add half the milk and a pinch of salt. Whisk to a smooth, thick batter. Add the remaining milk and whisk again. Set aside for at least 30 mins.', 'Heat a large non-stick crêpe pan or frying pan. Add a drizzle of oil, then wipe out the excess with kitchen paper. When the pan is hot, add enough batter to just cover the surface, swirling it and pouring any excess back into the bowl. The pancake should be as thin as possible. When the edges are peeling away from the sides of the pan, shake it to see if the pancake easily releases and is browning on the underside. If not, cook a little longer. Flip and cook the other side for a minute or two. Serve, or keep warm in a low oven.']	https://www.bbcgoodfood.com/recipes/easy-pancakes-two-ways
['italian']	['dinner', 'side-dish']	Roast tomatoes	['10 large vine tomatoes, halved', '4 garlic cloves, sliced', '½ bunch thyme', '3 tbsp balsamic vinegar', '2 tbsp olive oil']	Easy	['Healthy']	['Heat the oven to 160C/140C fan/gas 3. Put the tomatoes on a baking sheet with the garlic and thyme, drizzle over the balsamic vinegar and olive oil. Add some seasoning and roast for 1 hr. Remove and set aside to cool.']	https://www.bbcgoodfood.com/recipes/roast-tomatoes
	['dinner', 'main-course', 'supper']	Slow cooker beef stroganoff	['750g stewing steak, such as chuck, cut into strips', '1 tbsp vegetable or rapeseed oil, plus a little more if needed', '2 onions, halved and sliced', '2 garlic cloves, crushed', '1 beef stock cube, or 1 tbsp liquid stock', '1 tbsp Dijon mustard', '50g butter', '200g chestnut mushrooms, halved', '2 tsp cornflour', '200g soured cream', 'small bunch parsley, chopped tagliatelle or mashed potato and a pinch of paprika, to serve']	Easy	['Freezable']	['Turn on the slow cooker. Season the beef. Heat the oil in a wide frying pan and add the beef in batches so as not to overcrowd the pan. Cook over a high heat until deep brown, then transfer to the slow cooker. Add the onion and garlic to the pan and cook for a few mins until soft, adding more oil, if needed. Add a splash of water and scrape any bits from the bottom of the pan. Tip everything into the slow cooker.', 'Add the stock to the beef, then the mustard and season. Add enough water to just cover the beef, put the lid on and cook on Low for 6-8 hrs or High for 5-6 hrs.', 'About 30 mins before serving, melt the butter in a frying pan and cook the mushrooms until soft and caramelised. Tip into the slow cooker. Mix the cornflour with a little liquid from the stroganoff in the frying pan until smooth, then add about 100ml more and bring to a simmer. Once thickened, pour into the slow cooker with the sour cream. Turn to High (if not already) and cook for another 20 mins. Stir through the parsley. Serve with tagliatelle or mash, sprinkled with paprika.']	https://www.bbcgoodfood.com/recipes/slow-cooker-stroganoff
	['soup', 'starter']	Butternut squash and red pepper soup	['1 small butternut squash (about 600-700g), peeled and cut into chunks', '2 red pepper, roughly chopped', '2 red onion, roughly chopped', '3 tbsp rapeseed oil', '3 garlic cloves in their skins', '1 tbsp ground coriander', '2 tsp ground cumin', '1.2l chicken or  vegetable stock', '2 tbsp harissa paste', '50ml double cream']	Easy	['Freezable', 'Healthy', 'Vegetarian']	['Heat oven to 180C/160C fan/gas 4. Put all the veg on a large baking tray and toss together with rapeseed oil, garlic cloves in their skins, ground coriander, ground cumin and some seasoning. Roast for 45 mins, moving the veg around in the tray after 30 mins, until soft and starting to caramelise. Squeeze the garlic cloves out of their skins. Tip everything into a large pan. Add the chicken or vegetable stock, harissa paste and double cream. Bring to a simmer and bubble for a few mins. Blitz the soup in a blender, check the seasoning and add more liquid if you need to. Serve swirled with extra cream and harissa.']	https://www.bbcgoodfood.com/recipes/red-pepper-squash-harissa-soup
['british']	['afternoon-tea', 'treat']	Blackberry & coconut squares	['250g self-raising flour', '25g oats', '280g soft brown sugar', '200g cold butter, cut into pieces', '75g desiccated coconut', '2 medium eggs, beaten', '350g frozen or fresh blackberry']	Easy	['Freezable']	['Heat oven to 180C/160C fan/gas 4. Tip the flour, oats and sugar into a large bowl. Rub the butter into the flour mixture using your fingertips until only small pea-size pieces remain. Stir through the coconut, then fill a teacup with the mixture and set this aside.', 'Stir the eggs into the bowl of mixture, then spread over the bottom of a lined baking tin (31 x 17cm), or a 21cm square tin. Smooth the surface with the back of a spoon, then scatter over the blackberries. Scatter over the reserved teacup mixture and bake for 1 hr-1 hr 15 mins until golden and cooked through (if you poke a skewer in, it should come out with moist crumbs but no wet mixture). Leave to cool, then remove from the tin and cut into squares. Serve with some extra berries, if you like. Great for teatime or to pop into a lunchbox.']	https://www.bbcgoodfood.com/recipes/blackberry-coconut-squares
	['dinner', 'fish-course', 'main-course', 'supper']	Harissa-crumbed fish with lentils & peppers	['2 x 200g pouches cooked puy lentils', '200g jar roasted red peppers, drained and torn into chunks', '50g black olives, from a jar, roughly chopped', '1 lemon, zested and cut into wedges', '3 tbsp olive or rapeseed oil', '4 x 140g cod fillets (or another white fish)', '100g fresh breadcrumbs', '1 tbsp harissa', '½ small pack flat-leaf parsley, chopped']	Easy	[]	['Heat oven to 200C/180C fan/gas 6. Mix the lentils, peppers, olives, lemon zest, 2 tbsp oil and some seasoning in a roasting tin. Top with the fish fillets. Mix the breadcrumbs, harissa and the remaining oil and put a few spoonfuls on top of each piece of fish. Bake for 12-15 mins until the fish is cooked, the topping is crispy and the lentils are hot. Scatter with the parsley and squeeze over the lemon wedges.']	https://www.bbcgoodfood.com/recipes/harissa-crumbed-fish-lentils-peppers
['mexican']	['dinner', 'main-course', 'supper']	Butternut chilli	"['600g medium  vine tomatoes, or 400g can chopped or cherry tomatoes', '2 tbsp olive oil', '2 onions, finely chopped', '2 large  garlic cloves, finely chopped', ""1 red bird's-eye chilli, deseeded and finely chopped"", '1 tsp cayenne pepper', '1 tsp oregano', '1 bay leaf', '600g butternut squash, peeled and cut into cubes', '12 pitted green olives, roughly chopped', '150ml red wine', '½ vegetable stock cube', '200g jar  piquillo pimiento peppers, or 2 roasted Romano peppers, roughly chopped', '400g can  black beans or red kidney beans, drained and rinsed', 'small bunch chives, snipped', '175ml soured cream']"	Easy	['Freezable', 'Vegetarian']	['If using fresh tomatoes, pour boiling water over them in a bowl, count to 30, then lift out, peel and chop.', 'Heat the oil in a heavy-based frying pan with a lid and add the onions and garlic. Soften gently, stirring occasionally. Stir the chilli, cayenne, oregano and bay leaf into the onions. Stir-fry for 1 min, then stir in the squash, olives and wine. Simmer for a couple of mins, stirring, then add the tomatoes and 200ml water. Crumble in the stock cube and stir. Bring to a simmer, cover and cook for 30 mins, stirring occasionally.', 'Add the peppers to the pan and check the seasoning. Add extra water if it’s looking dry. Cover and cook for a further 25-30 mins until the squash is tender. Can be frozen at this stage for up to 1 month – defrost overnight in the fridge before continuing with the recipe.', 'Add the beans to the pan and reheat. Serve with chives and soured cream on the side.']	https://www.bbcgoodfood.com/recipes/butternut-chilli
['thai']	['dinner', 'main-course']	Beef massaman curry	['85g unsalted peanuts', '400ml can coconut milk', '4 tbsp massaman curry paste', '600g stewing beef steak, cut into large chunks', '450g waxy potatoes, cut into 2.5cm chunks', '1 onion, cut into thin wedges', '4 kaffir lime leaves (available from Thai shops or dried from supermarkets)', '1 cinnamon stick', '1 tbsp tamarind paste', '1 tbsp palm or soft light brown sugar', '1 tbsp fish sauce', '1 red chilli, deseeded and finely sliced, to serve', 'jasmine rice, to serve']	Easy	['Freezable']	['Heat oven to 200C/180C fan/gas 6, then roast the peanuts on a baking tray for 5 mins until golden brown. When cool enough to handle, roughly chop. Reduce oven to 180C/160C fan/gas 4.', 'Heat 2 tbsp coconut milk (use the cream on top if there is any) in a large casserole dish with a lid. Add the curry paste and fry for 1 min, then stir in the beef and fry until well coated and sealed.', 'Stir in the rest of the coconut with half a can of water, the potatoes, onion, lime leaves, cinnamon, tamarind, sugar, fish sauce and most of the peanuts. Bring to a simmer, then cover and cook for 2 hrs in the oven until the beef is tender.', 'Sprinkle with sliced chilli and the remaining peanuts, then serve straight from the dish with jasmine rice.']	https://www.bbcgoodfood.com/recipes/beef-massaman-curry
['british']	['condiment']	Mary Berry's Christmas chutney	['900g tomato', '3 red peppers, 1 large aubergine and 1 green  pepper (total weight of about 900g/2lb)', '700g onion, peeled and fairly finely chopped, by hand or in a food processor', '4 fat cloves garlic, crushed', '350g granulated sugar', '300ml/½pint white wine vinegar or distilled malt vinegar', '1 tbsp salt', '1 tbsp coriander  seeds, crushed', '1 tbsp paprika', '2 tsp cayenne pepper']	More effort	[]	"['Peel the tomatoes - prick them with a sharp knife, place in a bowl and cover with boiling water. Leave for a few seconds then drain and cover with cold water. The skins will now come away easily.', 'Chop the tomatoes and aubergine and seed and chop the peppers. Put in a large heavy-based pan with the onions and garlic and bring to the boil. Cover with a lid, lower the heat and gently simmer for about one hour, stirring occasionally, until tender.', ""Tip the sugar, vinegar, salt, coriander, paprika and cayenne into the pan and bring to the boil over a medium heat, stirring, until the sugar has dissolved. Continue to boil for 30 minutes or so, until the mixture achieves a chunky chutney consistency and the surplus watery liquid has evaporated. Take care towards the end of the cooking time to continue stirring so that the chutney doesn't catch on the bottom of the pan."", 'Ladle the chutney into sterilised or dishwasher-clean jars (Kilner jars are ideal) and top with paper jam covers. Seal the jars while still hot. Leave to mature for at least a month in a cool dark place.']"	https://www.bbcgoodfood.com/recipes/mary-berrys-christmas-chutney
