cuisine	types	name	ingredients	difficulty	health_banners
		One-pot sausage casserole with garlic breadcrumbs	['3 tbsp olive oil, plus an extra drizzle (optional)', '8 large pork sausages', '1 onion, finely sliced', 'sprinkle of golden caster sugar', '1 tbsp red wine vinegar', '1 tbsp tomato purée', '½ tsp smoked paprika', '400g can chopped tomatoes', '100ml red wine', '2 bay leaves', '400g can butter beans, drained but not rinsed', '50g fresh breadcrumbs', '2 garlic cloves, finely grated', 'handful of parsley leaves, roughly chopped']	Easy	[]
['french']	['dinner', 'main-course']	Beef bourguignon	['1.6kg braising steak, cut into large chunks', '3 bay leaves', 'small bunch thyme', '2 bottles cheap  red wine', '2 tbsp oil', '3 large or 6 normal  carrots, cut into large chunks', '2 onions, roughly chopped', '3 tbsp plain flour', '1 tbsp tomato purée', 'small knob butter', '300g bacon lardons', '500g pearl onions or small shallots, peeled', '400g mushrooms, halved', 'chopped parsley']	Easy	['Freezable']
['british']	['dinner', 'lunch', 'main-course', 'pasta', 'supper']	Easy tomato pasta	['1 tbsp olive oil', '1 onion, chopped', '1 garlic clove, crushed', '400g can cherry or chopped tomatoes', 'pinch sugar', 'few dashes Worcestershire sauce', '100g rigatoni or other tube-shaped pasta', '50g gruyère or cheddar, grated', 'hunk of baguette or sliced bread,  coarsely grated', '2 frankfurters, sliced (optional)']	Easy	['Freezable']
['british']	['lunch', 'soup']	Sweet potato & lentil soup	['2 tsp medium curry powder', '3 tbsp olive oil', '2 onions, grated', '1 eating apple, peeled, cored and grated', '3 garlic cloves, crushed', '20g pack coriander, stalks chopped', 'thumb-size piece fresh root ginger, grated', '800g sweet potatoes', '1.2l low-sodium vegetable stock', '100g red lentils', '300ml milk', 'juice 1 lime']	Easy	['Freezable', 'Vegetarian']
['chinese']	['dinner', 'main-course']	Sticky Chinese five-spice chicken traybake	['8 chicken thighs, skin on and bone in', '4 tbsp hoisin sauce', '2 tsp sesame oil', '2 tbsp clear honey', '1 ½ tsp Chinese five-spice powder', 'thumb-sized knob of ginger, grated', '2 garlic cloves, grated', 'bunch spring onions, chopped', '50g cashew nuts, toasted', 'cooked brown rice, to serve']	Easy	[]
	['dinner', 'main-course']	Honey-glazed ham	['2½ kg boneless unsmoked gammon joint, tied', '1 sprig thyme 2 bay leaves and 1 rosemary sprig tied together', '1 onion, halved', '2 carrots, roughly chopped', '1 celery stick, roughly chopped ', '1 tbsp black peppercorns', '1 tsp cloves', '1½ tbsp English mustard', '70g clear honey', '2 tbsp soft dark brown sugar']	Easy	[]
	['afternoon-tea', 'treat']	Chocolate tiffin	['150g butter, cubed, plus extra for the tin', '3 tbsp caster sugar', '3 tbsp golden syrup', '6 tsp cocoa powder', '225g biscuits, crushed ', 'handful of raisins', '110g milk chocolate', '110g dark chocolate']	Easy	['Vegetarian']
['moroccan']	['main-course', 'supper']	Squash, chicken & couscous one-pot	['2 tbsp harissa paste', '1 tsp each ground cumin and ground coriander', '2 red onions, halved and cut into thin wedges', '2 skinless chicken breasts, cut into bite-sized chunks', '1 small butternut squash, cut into 1cm chunks (no need to peel)', '2 x 400g cans tomatoes', '2 lemons, zested and juiced', '200g cherry tomato, halved', '140g couscous', 'small bunch coriander, roughly chopped']	Easy	['Freezable', 'Healthy']
['british']	['dessert']	Apple & blackberry crumble	['120g plain flour', '60g caster sugar', '60g unsalted butter at room temperature, cut into pieces', '300g Braeburn apple', '30g unsalted butter', '30g demerara sugar', '115g blackberries', '¼ tsp ground cinnamon', 'vanilla ice cream, to serve']	Easy	['Freezable']
	['side-dish']	Chickpea salad	['400g can chickpeas, drained and rinsed', 'small pack coriander, roughly chopped', 'small pack parsley, roughly chopped', '1 red onion, thinly sliced', '2 large tomatoes, chopped', '2 tbsp olive oil', '2 tbsp harissa', '1 lemon, juiced']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Healthy', 'Low calorie', 'Low carb', 'Low sugar', 'Nut-free', 'Vegan', 'Vegetarian']
	['dinner', 'supper']	Chorizo, orzo & sweetcorn summer stew	['1 tsp olive oil', 'bunch of  spring onions, sliced, green and white parts separated', '1 red pepper, cut into small cubes', '50g chorizo, cut into small cubes', '1 garlic clove, crushed', '75g orzo', '½ tsp  smoked paprika', '200g can  sweetcorn, drained', '1 large  tomato, chopped', '350ml low-salt chicken or  vegetable stock', '½ small bunch of  parsley, chopped', '½  lemon, zested and juiced']	Easy	['Healthy']
	['dinner', 'main-course', 'supper']	Butter bean & chorizo stew	['200g cooking chorizo', '2 x 400g cans chopped tomatoes', '2 x 400g cans drained butter beans', '1 tub fresh pesto, or 130g jar pesto']	Easy	[]
	['dinner', 'supper']	Tomato & spinach kitchari	['130g basmati rice', '200g split red lentils', '3 tbsp olive oil', '1 onion, finely sliced', '1 thumb-sized piece ginger, finely grated', '2 garlic cloves, crushed', '2 tsp turmeric', '2 tsp ground  coriander', '2 tsp cumin seeds', '1-2 tsp  medium chilli powder', '1.2l vegetable stock', '150g cherry tomatoes', '200g spinach', '1 red chilli, finely chopped', 'chapatis, to serve (optional)']	Easy	['Freezable', 'Healthy', 'Vegetarian']
	['dinner', 'lunch', 'supper']	Vegan burritos	['4 large or 8 small  tortilla wraps', '2 large handfuls spinach leaves, shredded', '1 avocado, thinly sliced (optional)', 'hot sauce, to serve', '1 tbsp oil', '1 garlic clove, crushed', '1 tbsp chipotle paste', '400g can chopped tomatoes', '400g black beans, drained ', '1 bunch coriander, chopped', '250g wholegrain rice, cooked and drained', '1 lime, juiced', '½ red onion, very finely chopped', '50g hazelnuts, roughly chopped']	Easy	['Vegan', 'Vegetarian']
	['dinner']	Pasta alla vodka	['2 tbsp olive oil', '1 banana shallot or ½ onion, finely chopped', '3 garlic cloves, crushed', '¼ tsp chilli flakes', '100g tomato purée', '5 tbsp vodka', '100ml double cream', '200g penne or rigatoni pasta', '30g grated parmesan or vegetarian alternative, plus extra to serve', 'small handful of basil leaves, to serve']	Easy	[]
	['dinner']	Slow-cooker chicken casserole	['knob of butter', '½ tbsp rapeseed or olive oil', '1 large onion, finely chopped', '1 ½ tbsp flour', '650g boneless, skinless chicken thigh fillets', '3 garlic cloves, crushed', '400g baby new potatoes, halved', '2 sticks celery, diced', '2 carrots, diced', '250g mushrooms, quartered', '15g dried porcini mushroom, soaked in 50ml boiling water', '500ml stock made with 2 very low salt  chicken stock cubes', '2 tsp Dijon mustard, plus extra to serve', '2 bay leaves']	Easy	['Healthy']
['indian']	['side-dish']	Bombay potatoes	['1 thumb-sized piece ginger, grated', '2 large garlic cloves', '6 large  vine tomatoes, halved, deseeded and chopped ', '800g new potatoes, halved ', '3 tbsp sunflower oil', '1 large onion, thinly sliced', '2 green chillies, halved, deseeded and thinly sliced', '1 tsp black mustard seeds', '2 tsp ground coriander', '½ tsp turmeric', '1 tsp ground cumin', '2 tsp garam masala', 'small bunch coriander, chopped']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
['french']	['dinner', 'side-dish']	Creamed spinach	['25g butter', '1 small onion, finely chopped', '2 tbsp plain flour', '200ml full-fat milk', '2 x 200g bags spinach', '100ml single cream', 'fresh nutmeg, for grating']	Easy	['Easily halved', 'Vegetarian']
	['dinner', 'main-course', 'supper']	Courgette & lemon risotto	['50g butter', '1 onion, finely chopped', '1 large garlic clove, crushed', '180g risotto rice', '1 vegetable stock cube', 'zest and juice 1 lemon', '2 lemon thyme sprigs', '250g courgette, diced', '50g vegetarian Italian-style hard cheese', '2 tbsp crème fraîche']	Easy	['Vegetarian']
['british']	['dinner']	Honey mustard chicken pot with parsnips	['1 tbsp olive oil', '8 bone-in chicken thighs, skin removed', '2 onions, finely chopped', '350g parsnip, cut into sticks', '300ml vegetable stock', '2 tbsp wholegrain mustard', '2 tbsp clear honey', 'few thyme sprigs', 'flat-leaf parsley, to serve (optional)']	Easy	['Freezable', 'Healthy']
['mexican']	['dinner', 'lunch', 'main-course', 'supper']	Spiced black bean & chicken soup with kale	['2 tbsp mild olive oil', '2 fat garlic cloves, crushed', 'small bunch coriander  stalks finely chopped, leaves picked', 'zest 1 lime, then cut into wedges', '2 tsp ground cumin', '1 tsp chilli flakes', '400g can chopped tomatoes', '400g can black beans, rinsed and drained', '600ml chicken stock', '175g kale, thick stalks removed, leaves shredded', '250g leftover roast or ready-cooked chicken', '50g feta, crumbled, to serve', 'flour & corn tortillas, toasted, to serve']	Easy	['Freezable', 'Healthy']
['american']	['afternoon-tea', 'dessert']	Best ever chocolate raspberry brownies	['200g dark chocolate, broken into chunks', '100g milk chocolate, broken into chunks', '250g pack salted butter', '400g soft light brown sugar', '4 large eggs', '140g plain flour', '50g cocoa powder', '200g raspberries']	Easy	['Freezable']
['indian']	['dinner', 'main-course', 'supper']	Cauliflower, paneer & pea curry	['2 tbsp sunflower oil', '225g pack  paneer, cut into cubes', '1 head of  cauliflower broken into small florets', '2 onions, thickly sliced', '2 garlic cloves, crushed', '2 heaped tbsp tikka masala paste', '500g carton  passata', '200g frozen peas', 'small pack coriander, roughly chopped', 'basmati rice or naan breads, to serve', 'raita or your favourite chutney, to serve']	Easy	['Freezable', 'Healthy', 'High-protein', 'Vegetarian']
	['dinner', 'lunch', 'supper']	15-minute chicken & halloumi burgers	['2 skinless chicken breasts', '1 tbsp oil, plus extra for frying the halloumi, if needed', '4 tbsp piri-piri sauce or other mild chilli sauce, plus extra for drizzling', '½ lemon, juiced', 'burger buns, split in half', '250g block lighter halloumi, sliced into 8 pieces', '¼ small white cabbage, finely sliced', '2 tbsp mayonnaise', '4 tbsp hummus, tzatziki or soured cream & chive dip', 'handful of  rocket or 4-8 soft lettuce leaves', '2 large roasted red peppers from a jar, drained and sliced']	Easy	[]
	['dinner', 'main-course', 'supper']	Blue cheese gnocchi	['2 x 400g packs fresh gnocchi', '1 tbsp olive oil', 'knob of butter', '1 large onion, roughly chopped', '500g small Forestière or Portobello mushrooms, sliced', '2 large garlic cloves, chopped', '150g pack creamy blue cheese', 'small pack parsley, chopped']	Easy	['Easily halved', 'Vegetarian']
['british']	['afternoon-tea', 'dessert']	Lemon drizzle traybake	['70g softened unsalted butter', '120g caster sugar', '2 medium eggs', '140g self-raising flour', '1 tsp baking powder', 'finely grated zest 1 lemon', '1 tbsp lemon curd', '2 tbsp full-fat milk', '30g granulated sugar', 'juice 1 lemon', '250g icing sugar', '3 tbsp water', 'splash of yellow food colouring']	Easy	[]
['asian']	['supper']	Coconut fish curry	"['1 tbsp vegetable oil', '1 onion, finely chopped', 'thumb-sized piece ginger, finely grated', '3 garlic cloves, crushed', '1 tsp shrimp paste', ""1 small red chilli, shredded (deseeded if you don't like it too hot)"", '2 lemongrass stalks, split, then bruised with a rolling pin', '1 heaped tbsp medium curry powder', '1 heaped tbsp light muscovado sugar', 'small bunch coriander, stems finely chopped', '400g can coconut milk', '450g skinless hake fillets, cut into rectangles, roughly credit card size', '220g pack frozen raw whole prawns', '1 lime, halved', 'cooked rice, to serve']"	Easy	['Freezable (sauce only)']
['thai']	['dinner', 'main-course']	Superhealthy salmon burgers	['4 boneless, skinless salmon fillets, about 550g/1lb 4oz in total, cut into chunks', '2 tbsp Thai red curry paste', 'thumb-size piece fresh root ginger, grated', '1 tsp soy sauce', '1 bunch coriander, half chopped, half leaves picked', '1 tsp vegetable oil', 'lemon wedges, to serve', '2 carrots', 'half large or 1 small cucumber', '2 tbsp white wine vinegar', '1 tsp golden caster sugar']	Easy	['Freezable', 'Dairy-free', 'Egg-free', 'Healthy', 'High-protein', 'Keto']
['moroccan']	['dinner', 'main-course']	Chicken & couscous one-pot	['8 skin on, bone-in chicken thighs', '2 tsp turmeric', '1 tbsp garam masala', '2 tbsp sunflower oil', '2 onions, finely sliced', '3 garlic cloves, sliced', '500ml chicken stock (from a cube is fine)', 'large handful whole green olives', 'zest and juice 1 lemon', '250g couscous', 'small bunch flat-leaf parsley, chopped']	Easy	[]
['chinese']	['dinner', 'main-course']	Sea bass with sizzled ginger, chilli & spring onions	['6 x sea bass  fillets, about 140g/5oz each, skin on and scaled ', 'about 3 tbsp sunflower oil', 'large knob of ginger, peeled and shredded into matchsticks', '3 garlic cloves, thinly sliced', '3 fat, fresh red chillies deseeded and thinly shredded ', 'bunch spring onion, shredded long-ways', '1 tbsp soy sauce']	Easy	['Dairy-free', 'Healthy', 'High-protein', 'Low calorie']
['british']	['main-course']	Gluten-free pancakes	['125g gluten-free plain flour', '1 egg', '250ml milk', 'butter, for frying']	Easy	['Gluten-free']
['japanese']	['dinner', 'supper']	Veggie yaki udon	['1½ tbsp sesame oil', '1 red onion, cut into thin wedges', '160g mangetout', '70g baby corn, halved', '2 baby pak choi, quartered', '3 spring onions, sliced', '1 large garlic clove, crushed', '½ tbsp mild curry powder, or use 1 tsp garam masala', '4 tsp low-salt soy sauce', '300g ready-to-cook udon noodles', '1 tbsp pickled sushi ginger, chopped, plus 2 tbsp of the brine, optional']	Easy	['Healthy', 'Low calorie', 'Vegan', 'Vegetarian']
['british']	['lunch', 'soup']	Sweet potato & lentil soup	['2 tsp medium curry powder', '3 tbsp olive oil', '2 onions, grated', '1 eating apple, peeled, cored and grated', '3 garlic cloves, crushed', '20g pack coriander, stalks chopped', 'thumb-size piece fresh root ginger, grated', '800g sweet potatoes', '1.2l low-sodium vegetable stock', '100g red lentils', '300ml milk', 'juice 1 lime']	Easy	['Freezable', 'Vegetarian']
['chinese']	['dinner', 'main-course']	Sticky Chinese five-spice chicken traybake	['8 chicken thighs, skin on and bone in', '4 tbsp hoisin sauce', '2 tsp sesame oil', '2 tbsp clear honey', '1 ½ tsp Chinese five-spice powder', 'thumb-sized knob of ginger, grated', '2 garlic cloves, grated', 'bunch spring onions, chopped', '50g cashew nuts, toasted', 'cooked brown rice, to serve']	Easy	[]
	['dinner', 'main-course']	Honey-glazed ham	['2½ kg boneless unsmoked gammon joint, tied', '1 sprig thyme 2 bay leaves and 1 rosemary sprig tied together', '1 onion, halved', '2 carrots, roughly chopped', '1 celery stick, roughly chopped ', '1 tbsp black peppercorns', '1 tsp cloves', '1½ tbsp English mustard', '70g clear honey', '2 tbsp soft dark brown sugar']	Easy	[]
	['afternoon-tea', 'treat']	Chocolate tiffin	['150g butter, cubed, plus extra for the tin', '3 tbsp caster sugar', '3 tbsp golden syrup', '6 tsp cocoa powder', '225g biscuits, crushed ', 'handful of raisins', '110g milk chocolate', '110g dark chocolate']	Easy	['Vegetarian']
['moroccan']	['main-course', 'supper']	Squash, chicken & couscous one-pot	['2 tbsp harissa paste', '1 tsp each ground cumin and ground coriander', '2 red onions, halved and cut into thin wedges', '2 skinless chicken breasts, cut into bite-sized chunks', '1 small butternut squash, cut into 1cm chunks (no need to peel)', '2 x 400g cans tomatoes', '2 lemons, zested and juiced', '200g cherry tomato, halved', '140g couscous', 'small bunch coriander, roughly chopped']	Easy	['Freezable', 'Healthy']
['british']	['dessert']	Apple & blackberry crumble	['120g plain flour', '60g caster sugar', '60g unsalted butter at room temperature, cut into pieces', '300g Braeburn apple', '30g unsalted butter', '30g demerara sugar', '115g blackberries', '¼ tsp ground cinnamon', 'vanilla ice cream, to serve']	Easy	['Freezable']
	['side-dish']	Chickpea salad	['400g can chickpeas, drained and rinsed', 'small pack coriander, roughly chopped', 'small pack parsley, roughly chopped', '1 red onion, thinly sliced', '2 large tomatoes, chopped', '2 tbsp olive oil', '2 tbsp harissa', '1 lemon, juiced']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Healthy', 'Low calorie', 'Low carb', 'Low sugar', 'Nut-free', 'Vegan', 'Vegetarian']
	['dinner', 'supper']	Chorizo, orzo & sweetcorn summer stew	['1 tsp olive oil', 'bunch of  spring onions, sliced, green and white parts separated', '1 red pepper, cut into small cubes', '50g chorizo, cut into small cubes', '1 garlic clove, crushed', '75g orzo', '½ tsp  smoked paprika', '200g can  sweetcorn, drained', '1 large  tomato, chopped', '350ml low-salt chicken or  vegetable stock', '½ small bunch of  parsley, chopped', '½  lemon, zested and juiced']	Easy	['Healthy']
	['dinner', 'main-course', 'supper']	Butter bean & chorizo stew	['200g cooking chorizo', '2 x 400g cans chopped tomatoes', '2 x 400g cans drained butter beans', '1 tub fresh pesto, or 130g jar pesto']	Easy	[]
	['dinner', 'supper']	Tomato & spinach kitchari	['130g basmati rice', '200g split red lentils', '3 tbsp olive oil', '1 onion, finely sliced', '1 thumb-sized piece ginger, finely grated', '2 garlic cloves, crushed', '2 tsp turmeric', '2 tsp ground  coriander', '2 tsp cumin seeds', '1-2 tsp  medium chilli powder', '1.2l vegetable stock', '150g cherry tomatoes', '200g spinach', '1 red chilli, finely chopped', 'chapatis, to serve (optional)']	Easy	['Freezable', 'Healthy', 'Vegetarian']
	['dinner', 'lunch', 'supper']	Vegan burritos	['4 large or 8 small  tortilla wraps', '2 large handfuls spinach leaves, shredded', '1 avocado, thinly sliced (optional)', 'hot sauce, to serve', '1 tbsp oil', '1 garlic clove, crushed', '1 tbsp chipotle paste', '400g can chopped tomatoes', '400g black beans, drained ', '1 bunch coriander, chopped', '250g wholegrain rice, cooked and drained', '1 lime, juiced', '½ red onion, very finely chopped', '50g hazelnuts, roughly chopped']	Easy	['Vegan', 'Vegetarian']
	['dinner']	Pasta alla vodka	['2 tbsp olive oil', '1 banana shallot or ½ onion, finely chopped', '3 garlic cloves, crushed', '¼ tsp chilli flakes', '100g tomato purée', '5 tbsp vodka', '100ml double cream', '200g penne or rigatoni pasta', '30g grated parmesan or vegetarian alternative, plus extra to serve', 'small handful of basil leaves, to serve']	Easy	[]
	['dinner']	Slow-cooker chicken casserole	['knob of butter', '½ tbsp rapeseed or olive oil', '1 large onion, finely chopped', '1 ½ tbsp flour', '650g boneless, skinless chicken thigh fillets', '3 garlic cloves, crushed', '400g baby new potatoes, halved', '2 sticks celery, diced', '2 carrots, diced', '250g mushrooms, quartered', '15g dried porcini mushroom, soaked in 50ml boiling water', '500ml stock made with 2 very low salt  chicken stock cubes', '2 tsp Dijon mustard, plus extra to serve', '2 bay leaves']	Easy	['Healthy']
['indian']	['side-dish']	Bombay potatoes	['1 thumb-sized piece ginger, grated', '2 large garlic cloves', '6 large  vine tomatoes, halved, deseeded and chopped ', '800g new potatoes, halved ', '3 tbsp sunflower oil', '1 large onion, thinly sliced', '2 green chillies, halved, deseeded and thinly sliced', '1 tsp black mustard seeds', '2 tsp ground coriander', '½ tsp turmeric', '1 tsp ground cumin', '2 tsp garam masala', 'small bunch coriander, chopped']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
['french']	['dinner', 'side-dish']	Creamed spinach	['25g butter', '1 small onion, finely chopped', '2 tbsp plain flour', '200ml full-fat milk', '2 x 200g bags spinach', '100ml single cream', 'fresh nutmeg, for grating']	Easy	['Easily halved', 'Vegetarian']
	['dinner', 'main-course', 'supper']	Courgette & lemon risotto	['50g butter', '1 onion, finely chopped', '1 large garlic clove, crushed', '180g risotto rice', '1 vegetable stock cube', 'zest and juice 1 lemon', '2 lemon thyme sprigs', '250g courgette, diced', '50g vegetarian Italian-style hard cheese', '2 tbsp crème fraîche']	Easy	['Vegetarian']
['british']	['dinner']	Honey mustard chicken pot with parsnips	['1 tbsp olive oil', '8 bone-in chicken thighs, skin removed', '2 onions, finely chopped', '350g parsnip, cut into sticks', '300ml vegetable stock', '2 tbsp wholegrain mustard', '2 tbsp clear honey', 'few thyme sprigs', 'flat-leaf parsley, to serve (optional)']	Easy	['Freezable', 'Healthy']
['mexican']	['dinner', 'lunch', 'main-course', 'supper']	Spiced black bean & chicken soup with kale	['2 tbsp mild olive oil', '2 fat garlic cloves, crushed', 'small bunch coriander  stalks finely chopped, leaves picked', 'zest 1 lime, then cut into wedges', '2 tsp ground cumin', '1 tsp chilli flakes', '400g can chopped tomatoes', '400g can black beans, rinsed and drained', '600ml chicken stock', '175g kale, thick stalks removed, leaves shredded', '250g leftover roast or ready-cooked chicken', '50g feta, crumbled, to serve', 'flour & corn tortillas, toasted, to serve']	Easy	['Freezable', 'Healthy']
['american']	['afternoon-tea', 'dessert']	Best ever chocolate raspberry brownies	['200g dark chocolate, broken into chunks', '100g milk chocolate, broken into chunks', '250g pack salted butter', '400g soft light brown sugar', '4 large eggs', '140g plain flour', '50g cocoa powder', '200g raspberries']	Easy	['Freezable']
['indian']	['dinner', 'main-course', 'supper']	Cauliflower, paneer & pea curry	['2 tbsp sunflower oil', '225g pack  paneer, cut into cubes', '1 head of  cauliflower broken into small florets', '2 onions, thickly sliced', '2 garlic cloves, crushed', '2 heaped tbsp tikka masala paste', '500g carton  passata', '200g frozen peas', 'small pack coriander, roughly chopped', 'basmati rice or naan breads, to serve', 'raita or your favourite chutney, to serve']	Easy	['Freezable', 'Healthy', 'High-protein', 'Vegetarian']
	['dinner', 'lunch', 'supper']	15-minute chicken & halloumi burgers	['2 skinless chicken breasts', '1 tbsp oil, plus extra for frying the halloumi, if needed', '4 tbsp piri-piri sauce or other mild chilli sauce, plus extra for drizzling', '½ lemon, juiced', 'burger buns, split in half', '250g block lighter halloumi, sliced into 8 pieces', '¼ small white cabbage, finely sliced', '2 tbsp mayonnaise', '4 tbsp hummus, tzatziki or soured cream & chive dip', 'handful of  rocket or 4-8 soft lettuce leaves', '2 large roasted red peppers from a jar, drained and sliced']	Easy	[]
	['dinner', 'main-course', 'supper']	Blue cheese gnocchi	['2 x 400g packs fresh gnocchi', '1 tbsp olive oil', 'knob of butter', '1 large onion, roughly chopped', '500g small Forestière or Portobello mushrooms, sliced', '2 large garlic cloves, chopped', '150g pack creamy blue cheese', 'small pack parsley, chopped']	Easy	['Easily halved', 'Vegetarian']
['british']	['afternoon-tea', 'dessert']	Lemon drizzle traybake	['70g softened unsalted butter', '120g caster sugar', '2 medium eggs', '140g self-raising flour', '1 tsp baking powder', 'finely grated zest 1 lemon', '1 tbsp lemon curd', '2 tbsp full-fat milk', '30g granulated sugar', 'juice 1 lemon', '250g icing sugar', '3 tbsp water', 'splash of yellow food colouring']	Easy	[]
['asian']	['supper']	Coconut fish curry	"['1 tbsp vegetable oil', '1 onion, finely chopped', 'thumb-sized piece ginger, finely grated', '3 garlic cloves, crushed', '1 tsp shrimp paste', ""1 small red chilli, shredded (deseeded if you don't like it too hot)"", '2 lemongrass stalks, split, then bruised with a rolling pin', '1 heaped tbsp medium curry powder', '1 heaped tbsp light muscovado sugar', 'small bunch coriander, stems finely chopped', '400g can coconut milk', '450g skinless hake fillets, cut into rectangles, roughly credit card size', '220g pack frozen raw whole prawns', '1 lime, halved', 'cooked rice, to serve']"	Easy	['Freezable (sauce only)']
['thai']	['dinner', 'main-course']	Superhealthy salmon burgers	['4 boneless, skinless salmon fillets, about 550g/1lb 4oz in total, cut into chunks', '2 tbsp Thai red curry paste', 'thumb-size piece fresh root ginger, grated', '1 tsp soy sauce', '1 bunch coriander, half chopped, half leaves picked', '1 tsp vegetable oil', 'lemon wedges, to serve', '2 carrots', 'half large or 1 small cucumber', '2 tbsp white wine vinegar', '1 tsp golden caster sugar']	Easy	['Freezable', 'Dairy-free', 'Egg-free', 'Healthy', 'High-protein', 'Keto']
['moroccan']	['dinner', 'main-course']	Chicken & couscous one-pot	['8 skin on, bone-in chicken thighs', '2 tsp turmeric', '1 tbsp garam masala', '2 tbsp sunflower oil', '2 onions, finely sliced', '3 garlic cloves, sliced', '500ml chicken stock (from a cube is fine)', 'large handful whole green olives', 'zest and juice 1 lemon', '250g couscous', 'small bunch flat-leaf parsley, chopped']	Easy	[]
['chinese']	['dinner', 'main-course']	Sea bass with sizzled ginger, chilli & spring onions	['6 x sea bass  fillets, about 140g/5oz each, skin on and scaled ', 'about 3 tbsp sunflower oil', 'large knob of ginger, peeled and shredded into matchsticks', '3 garlic cloves, thinly sliced', '3 fat, fresh red chillies deseeded and thinly shredded ', 'bunch spring onion, shredded long-ways', '1 tbsp soy sauce']	Easy	['Dairy-free', 'Healthy', 'High-protein', 'Low calorie']
['british']	['main-course']	Gluten-free pancakes	['125g gluten-free plain flour', '1 egg', '250ml milk', 'butter, for frying']	Easy	['Gluten-free']
['japanese']	['dinner', 'supper']	Veggie yaki udon	['1½ tbsp sesame oil', '1 red onion, cut into thin wedges', '160g mangetout', '70g baby corn, halved', '2 baby pak choi, quartered', '3 spring onions, sliced', '1 large garlic clove, crushed', '½ tbsp mild curry powder, or use 1 tsp garam masala', '4 tsp low-salt soy sauce', '300g ready-to-cook udon noodles', '1 tbsp pickled sushi ginger, chopped, plus 2 tbsp of the brine, optional']	Easy	['Healthy', 'Low calorie', 'Vegan', 'Vegetarian']
['chinese']	['dinner', 'main-course']	Sea bass with sizzled ginger, chilli & spring onions	['6 x sea bass  fillets, about 140g/5oz each, skin on and scaled ', 'about 3 tbsp sunflower oil', 'large knob of ginger, peeled and shredded into matchsticks', '3 garlic cloves, thinly sliced', '3 fat, fresh red chillies deseeded and thinly shredded ', 'bunch spring onion, shredded long-ways', '1 tbsp soy sauce']	Easy	['Dairy-free', 'Healthy', 'High-protein', 'Low calorie']
['british']	['afternoon-tea', 'dessert']	Buttercream icing	['600g icing sugar, sifted', '300g unsalted or salted butter, softened', 'finely grated  lemon zest', 'finely grated  orange zest', 'a dash of  vanilla extract', 'few drops  food colouring', 'cocoa powder, to taste']	Easy	['Freezable']
	['dinner', 'main-course']	Sausage & white bean casserole	['1 red or yellow pepper, deseeded and cut into chunks', '2 carrots, cut into thick slices', '2 red onions, cut into wedges', '8 chipolatas, cut into thirds', '400g can peeled cherry tomatoes', '400g can white beans, drained', '200ml low-salt chicken stock', '2 tsp Dijon mustard', '100g frozen peas', 'potatoes, pasta or rice, to serve']	Easy	['Healthy']
	['dinner', 'main-course']	Fish pie mac ’n’ cheese	['650ml milk', '40g plain flour', '40g butter', '2 tsp Dijon mustard', '150g mature  cheddar, grated', '180g frozen peas', 'handful of  parsley, chopped', '300g macaroni', '300g fish pie mix (smoked fish, white fish and salmon)', 'green salad, to serve (optional)']	Easy	['Freezable']
['middle-eastern']	['dinner', 'main-course']	Pomegranate chicken with almond couscous	['1 tbsp vegetable oil', '200g couscous', '1 chicken stock cube', '1 large red onion, halved and thinly sliced', '600g chicken mini fillets', '4 tbsp tagine spice paste or 2 tbsp harissa', '190ml bottle pomegranate juice (not sweetened; we used Pom Wonderful)', '100g pack pomegranate seeds', '100g pack toasted flaked almond', 'small pack mint, chopped']	Easy	['Healthy', 'High-protein']
['british']	['dessert', 'dinner', 'supper']	Rice pudding	['100g pudding rice', 'butter, for the dish', '50g sugar', '700ml semi-skimmed milk', 'pinch of grated nutmeg or strip lemon zest', '1 bay leaf, or strip lemon zest']	Easy	[]
	['afternoon-tea', 'dessert', 'treat']	Chocolate cupcakes	['100g plain flour', '20g cocoa powder', '140g caster sugar', '1½ tsp baking powder', '40g unsalted butter (at room temperature)', '120ml whole milk', '1 egg', '¼ tsp vanilla extract', 'buttercream', 'chocolate vermicelli (optional)']	Easy	['Vegetarian']
	['dinner']	Crispy za'atar chicken pilaf with pomegranate	['8 skin-on chicken thighs', '3 tbsp olive oil', '2 garlic cloves, crushed', '1 lemon, juiced', '3 tbsp za’atar', '70g pomegranate seeds', '½ small bunch of parsley, finely chopped', '1 tbsp olive oil', '50g butter', '2 large onions, sliced', '220g basmati rice', '350ml hot chicken stock', '70g pistachios, chopped', '1 tsp chilli flakes']	Easy	[]
