cuisine	types	name	ingredients	difficulty	health_banners
['french']	['afternoon-tea', 'dessert']	Chocolate, hazelnut & salted caramel tart	['50g blanched hazelnut', '200g plain flour', '1 tbsp icing sugar', '140g cold butter, diced', '1 egg yolk', 'flour, for dusting', '75g caster sugar', '25g butter', '100ml double cream', '1 tbsp golden syrup', 'large pinch sea salt flakes', '50g blanched hazelnut, toasted and roughly chopped', '100g dark chocolate (70%)', '75g butter', '2 large eggs, plus 1 yolk', '50g caster sugar', '1 tbsp cocoa']	More effort	[]
	['dinner', 'lunch', 'main-course', 'supper']	Caponata bake	['700g medium potatoes (about 6), thinly sliced', '4 tbsp milk', '85g mature cheddar, finely grated', '1 tbsp rapeseed oil', '2 onions (320g), finely chopped', '4 tsp balsamic vinegar', '2 tsp vegetable bouillon powder', '2 x 400g cans chopped tomatoes', '2 aubergines, cut into chunks', '2 red peppers (540g), deseeded and chopped', '30g pack basil, leaves picked and finely chopped', '3 garlic cloves, finely grated', '10 Kalamata olives, pitted and halved', '2 tsp capers', '⅓ x 30g pack flat-leaf parsley, chopped', '320g broccoli florets']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']
	['dinner', 'main-course']	Miso salmon with ginger noodles	['2 nests wholemeal noodles (100g)', '1 ½ tsp brown miso', '2 tsp balsamic vinegar', '½ tsp smoked paprika', '2 skinless wild salmon fillets (230g)', '1 tbsp rapeseed oil', '30g ginger, cut into matchsticks', '1 green pepper, deseeded and cut into strips', '2 leeks (165g), thinly sliced', '3 garlic cloves, finely grated', '160g baby spinach']	Easy	['Healthy']
	['afternoon-tea', 'dessert']	Blackberry muffins	['100g  unsalted butter, softened', '65g  caster sugar', '65g  light brown sugar', '2 large  eggs, room temperature', '125g  Greek yogurt', '1 tsp  vanilla paste', '5 tbsp  milk', '250g  self-raising flour ', '1 tsp  baking powder', '200g  blackberries (fresh or frozen), halved if large']	Easy	['Vegetarian']
['scottish']	['side-dish', 'snack']	Scottish oatcakes	['225g  oats', '60g  wholemeal flour,  plus extra for dusting', '1 tsp  salt', '½ tsp  sugar', '½ tsp  bicarbonate of soda', '60g  butter']	Easy	['Vegetarian']
	['afternoon-tea', 'dessert']	Next level bakewell tart	['250g marzipan', '4 tbsp raspberry jam', 'raspberries and clotted cream, to serve (optional)', '125g butter', '185g plain flour', '2 large egg yolks', '65g golden caster sugar', '1⁄2 tsp vanilla extract', '125g flaked almonds', '125g butter, softened', '85g golden caster sugar', '1 large egg', '3 tbsp icing sugar', '2 tsp lemon juice']	More effort	['Vegetarian']
['french']	['afternoon-tea', 'dessert']	Chocolate, hazelnut & salted caramel tart	['50g blanched hazelnut', '200g plain flour', '1 tbsp icing sugar', '140g cold butter, diced', '1 egg yolk', 'flour, for dusting', '75g caster sugar', '25g butter', '100ml double cream', '1 tbsp golden syrup', 'large pinch sea salt flakes', '50g blanched hazelnut, toasted and roughly chopped', '100g dark chocolate (70%)', '75g butter', '2 large eggs, plus 1 yolk', '50g caster sugar', '1 tbsp cocoa']	More effort	[]
	['dinner']	Pulled BBQ aubergine & black bean burgers	['2 large aubergines, pricked all over with a fork', '1 tbsp olive oil', '1 large onion, thinly sliced', '1 heaped tsp garlic granules', '2 tsp smoked paprika', '1 tbsp demerara sugar', '1 tsp dried oregano', '5 tbsp barbecue sauce', '400g can black beans, drained', '4 burger buns, toasted and lightly buttered', 'red onion or pink pickled onion, shredded lettuce, coleslaw and corn on the cob, to serve (optional)']	Easy	['Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']
		Cajun chicken traybake with sweet potato wedges & chive dip	['1 tsp each of ground cumin and smoked paprika', '1 tsp dried oregano', '1 tbsp fresh thyme leaves or 1 tsp dried', '8 skinless, boneless chicken thighs (900g)', '1 red and 1 yellow pepper,  deseeded and chopped', '3 red onions, sliced into 1cm-thin wedges', '2 celery sticks (125g) , finely chopped', '1 tbsp rapeseed oil, plus 1 tsp', '2 sweet potatoes (375g peeled weight), cut into 16 wedges', '150g Kefir or bio yogurt ', '2 tbsp snipped chives']	Easy	['Freezable (Chicken only)', 'Gluten-free', 'Healthy']
['middle-eastern']	['dinner', 'main-course']	Warm cauliflower salad	['1 cauliflower, broken into florets', '2 tbsp olive oil', '1 red onion, thinly sliced', '3 tbsp sherry vinegar', '1½ tbsp honey', '3 tbsp raisins', 'small bunch dill, snipped', '3 tbsp toasted, flaked almond', '50g baby spinach']	Easy	['Healthy', 'Vegetarian']
	['dinner', 'lunch', 'main-course', 'supper']	Caponata bake	['700g medium potatoes (about 6), thinly sliced', '4 tbsp milk', '85g mature cheddar, finely grated', '1 tbsp rapeseed oil', '2 onions (320g), finely chopped', '4 tsp balsamic vinegar', '2 tsp vegetable bouillon powder', '2 x 400g cans chopped tomatoes', '2 aubergines, cut into chunks', '2 red peppers (540g), deseeded and chopped', '30g pack basil, leaves picked and finely chopped', '3 garlic cloves, finely grated', '10 Kalamata olives, pitted and halved', '2 tsp capers', '⅓ x 30g pack flat-leaf parsley, chopped', '320g broccoli florets']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']
	['dinner', 'main-course']	Miso salmon with ginger noodles	['2 nests wholemeal noodles (100g)', '1 ½ tsp brown miso', '2 tsp balsamic vinegar', '½ tsp smoked paprika', '2 skinless wild salmon fillets (230g)', '1 tbsp rapeseed oil', '30g ginger, cut into matchsticks', '1 green pepper, deseeded and cut into strips', '2 leeks (165g), thinly sliced', '3 garlic cloves, finely grated', '160g baby spinach']	Easy	['Healthy']
	['dinner', 'main-course', 'supper']	Lamb chops with hummus & roasted tomatoes	['3 tbsp olive oil, plus extra for drizzling', '4 garlic cloves, crushed', '8 lamb chops', '200g mixed cherry tomatoes on the vine', '40g pine nuts', 'handful watercress', '12 black olives, pitted and halved', '50g feta, crumbled', 'handful fresh mint, finely chopped, to serve', '2 flatbreads, warmed, to serve', '400g can chickpeas, drained and rinsed', '½ lemon, juiced', '1 small garlic clove, roughly chopped', '1½ tsp tahini', '1 tbsp olive oil']	Easy	[]
	['breakfast', 'brunch']	Kale smoothie	['2 handfuls kale', '½ avocado', '½ lime, juice only', 'large handful frozen pineapple chunks', 'medium-sized chunk ginger', '1 tbsp cashew nuts', '1 banana, optional']	Easy	['Dairy-free', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
['caribbean']	['dinner', 'lunch', 'side-dish', 'supper']	Rice & peas	['400g can kidney beans, rinsed and drained ', '400ml can low-fat coconut milk', '½ tsp dried thyme', '½ tsp ground allspice', '6 spring onions, sliced ', '200g long grain rice']	Easy	['Gluten-free', 'Vegan']
	['lunch']	Double cheese & spring vegetable tart	['500g block shortcrust pastry', 'plain flour, for dusting', '25g mature cheddar, finely grated', '200g asparagus spears, woody ends trimmed', '100g fresh podded or frozen peas', '2 eggs', '100g crème fraîche', '150g double cream', 'whole nutmeg, for grating', '100g watercress', '300g or 2 logs of soft, rindless goat’s cheese']	Easy	['Vegetarian']
	['drink']	Watermelon smoothie	['150g  watermelon, peeled and chopped', '1 small  banana, peeled and sliced', '100ml  cold apple juice']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
	['drink']	Pineapple smoothie	['150g  pineapple, trimmed, peeled and chopped', '1 small  banana, peeled and sliced', '1 lime, juiced', 'ice (optional) ']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
['middle-eastern']	['dinner', 'fish-course', 'main-course']	Harissa roast salmon with lemon chickpea couscous	['2 tbsp olive oil', '2 large onions, halved and thinly sliced', '1 large fennel bulb, halved and thinly sliced', '1 garlic clove, chopped', '1 tsp cumin seeds', 'zest 1 lemon', '2 tbsp harissa', '1 tbsp agave nectar or clear honey', '2 x 1kg/2lb 4 oz boneless sides of salmon, skin removed', '1 vegetable stock cube', '2-3 tsp harissa', '50g currants', '300g couscous', '2 x 400g cans chickpeas, drained', 'juice 2 lemons, zest of 1', '2 tbsp olive oil', 'big bunch flat-leaf parsley, chopped', 'small bunch mint, chopped (optional)', '50g toasted flaked almonds', 'lemon wedges, to serve']	More effort	[]
['italian']	['dinner', 'main-course']	Penne with chorizo & broccoli	['400g penne', 'small head of  broccoli, broken into small florets', '200g cooking  chorizo, diced', '2 garlic cloves, crushed', '1 tbsp fennel seed', '200g low-fat cream cheese with garlic & herbs', 'parmesan and rocket leaves, to serve']	Easy	[]
	['side-dish']	Smashed roasted new potatoes	['1kg new potatoes', '3 tbsp olive oil']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
	['afternoon-tea']	Tahini banana cake	['100g unsalted butter, softened, plus extra for the tin', '250g light brown soft sugar', '85g tahini', '2 large eggs, lightly beaten', '1 tsp vanilla extract', '275g plain flour', '½ tsp bicarbonate of soda', '60ml milk', '2-3 small, very ripe bananas, mashed (about 275g)', '3 tbsp sesame seeds', '115g unsalted butter, softened', '125g icing sugar', '½ tsp vanilla extract', '2½ tbsp tahini', '3 tbsp chocolate chips']	Easy	['Freezable (Sponge only)', 'Vegetarian']
	['afternoon-tea', 'dessert']	Next level yule log	['5 eggs, separated', '125g light brown soft sugar', '40g cocoa powder (make sure it’s pure cocoa)', '½ tsp mixed spice', '½ tsp ground ginger', 'white caster sugar, for sprinkling', '100g soft butter', '250g icing sugar, sifted', '4 tbsp brandy', '1 tsp vanilla extract', '100g dark chocolate, chopped', '100ml double cream', '25g butter', '75g white chocolate, chopped', '10 fresh bay leaves, or organic rose leaves', 'icing sugar, for dusting', 'edible gold lustre, food spray or powder']	More effort	['Gluten-free']
	['dinner', 'main-course', 'supper']	Summer chicken stew	['2 tbsp olive oil', '500g leeks, finely sliced', '2 plump garlic cloves, finely sliced', '2 thyme sprigs, leaves picked', '8 chicken thighs, skinless and boneless', '500g new potatoes, larger ones quartered, smaller ones halved', '350ml chicken stock', '200g green beans', '350g frozen petit pois', 'lemon wedges, to serve']	Easy	['Healthy']
['british']	['afternoon-tea', 'treat']	Boozy coffee & walnut cake	['200g caster sugar', '200g softened butter', '4 eggs, beaten', '200g self-raising flour', '1 tsp baking powder', '15 walnut  halves', '2 heaped tbsp  instant coffee, dissolved in 1 tbsp boiling water', '500g pot  mascarpone', '85g light muscovado sugar', '4 tbsp  Tia Maria', 'a few toasted  walnut  halves, for decoration']	Easy	['Freezable (Cake base freezes well for 3 months)']
['british']	['breakfast', 'brunch']	Potato pancakes	['250g cold mashed potato, or 2 medium-size floury potatoes, cut into chunks', '75g plain flour', '1 tsp baking powder', '2 eggs', '125ml milk', '1 rounded tbsp finely snipped chives', '1 tsp sunflower oil', 'knob of butter', 'crispy bacon and scrambled eggs to serve, if you like']	Easy	[]
['british']	['dinner', 'side-dish']	Red cabbage with apples	['1 red cabbage, finely shredded', '2 bay leaves', '5 star anise', '½ tsp ground cinnamon', '200ml vegetable stock or water', '50g golden caster sugar', '75ml cider vinegar', '2 apples, cored and cut into wedges']	Easy	['Vegan', 'Vegetarian']
	['soup', 'starter']	Celeriac, hazelnut & truffle soup	['1 tbsp olive oil', 'small bunch thyme', '2 bay leaves', '1 onion, chopped', '1 fat garlic clove, chopped', '1 celeriac (about 1kg), peeled and chopped', '1 potato (about 200g), chopped', '1l veg stock (check the label to ensure it’s vegan – we used Marigold)', '100ml soya cream', '50g blanched hazelnuts, toasted and roughly chopped', '1 tbsp truffle oil, plus an extra drizzle to serve']	Easy	['Healthy', 'Vegan']
	['condiment']	Classic burger sauce	['3 tbsp mayonnaise', '2 tbsp ketchup', '25g cornichons, drained and finely chopped', '1 tbsp American mustard']	Easy	['Vegetarian']
		Savoury muffins	['1 courgette (about 175g grated weight)', '4 spring onions, finely chopped', '225g self-raising flour', '1 roasted red pepper from a jar, drained and finely chopped', '100g parmesan, finely grated', 'few rosemary sprigs, needles picked and finely chopped', '2 eggs, beaten', '90ml sunflower oil', '50-100ml whole milk']	Easy	[]
['indian']	['dinner']	Quick & easy chickpea coconut dhal	['oil, for cooking', '3 garlic cloves, finely chopped ', 'small piece of  ginger, peeled and finely chopped', '5 spring onions, finely chopped ', '10 cherry tomatoes, 5 chopped', '½ bunch of  coriander, leaves picked, stalks finely chopped', '400g can  coconut milk', '400g can of  chickpeas, drained and rinsed', '400g can cooked  lentils, drained and rinsed', '2 tbsp  curry powder', '1 tsp  ground turmeric', '2 tsp ground  cumin', '1 lime, juiced', 'handful of  spinach', 'wholemeal pittas, to serve']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
	['afternoon-tea', 'dessert']	Salted caramel cupcakes	['100g softened  salted butter', '100g  golden caster sugar', '2 eggs', '1 tsp  vanilla extract', '100g  self-raising flour', '1 tbsp  milk', '6 tsp  caramel sauce', '75g soft  salted butter', '150g  icing sugar', '200g  caramel sauce', 'a pinch of sea salt flakes']	Easy	['Vegetarian']
	['dinner']	Glamorgan sausages	['50g butter', '2 large  leeks, sliced ', '400g fresh soft white fine  breadcrumbs', '2 tsp  thyme leaves ', '4 large  eggs, separated ', '400g Caerphilly or strong mature  cheddar, finely grated ', '1 heaped tbsp wholegrain or Dijon  mustard or 2 tsp English mustard', '50g  plain flour, for dusting ', '100ml  vegetable oil for frying, plus a little extra if required']	Easy	['Freezable']
	['dinner', 'main-course', 'supper']	Sausage & butter bean stew	['1 tbsp sunflower oil', '16 chipolatas (try chorizo ones for a bit of chilli heat)', '2 onions, sliced', '2 celery sticks, sliced', '8 garlic cloves, sliced', '1 rosemary sprig', '600ml chicken stock', '2 x 400g cans butter beans, drained', '75g butter, cubed', 'small pack parsley, leaves picked and chopped', '2 lemons, zested', 'crusty bread, to serve']	Easy	['Freezable']
	['afternoon-tea', 'dessert']	Next level bakewell tart	['250g marzipan', '4 tbsp raspberry jam', 'raspberries and clotted cream, to serve (optional)', '125g butter', '185g plain flour', '2 large egg yolks', '65g golden caster sugar', '1⁄2 tsp vanilla extract', '125g flaked almonds', '125g butter, softened', '85g golden caster sugar', '1 large egg', '3 tbsp icing sugar', '2 tsp lemon juice']	More effort	['Vegetarian']
['french']	['afternoon-tea', 'dessert']	Chocolate, hazelnut & salted caramel tart	['50g blanched hazelnut', '200g plain flour', '1 tbsp icing sugar', '140g cold butter, diced', '1 egg yolk', 'flour, for dusting', '75g caster sugar', '25g butter', '100ml double cream', '1 tbsp golden syrup', 'large pinch sea salt flakes', '50g blanched hazelnut, toasted and roughly chopped', '100g dark chocolate (70%)', '75g butter', '2 large eggs, plus 1 yolk', '50g caster sugar', '1 tbsp cocoa']	More effort	[]
	['dinner']	Pulled BBQ aubergine & black bean burgers	['2 large aubergines, pricked all over with a fork', '1 tbsp olive oil', '1 large onion, thinly sliced', '1 heaped tsp garlic granules', '2 tsp smoked paprika', '1 tbsp demerara sugar', '1 tsp dried oregano', '5 tbsp barbecue sauce', '400g can black beans, drained', '4 burger buns, toasted and lightly buttered', 'red onion or pink pickled onion, shredded lettuce, coleslaw and corn on the cob, to serve (optional)']	Easy	['Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']
		Cajun chicken traybake with sweet potato wedges & chive dip	['1 tsp each of ground cumin and smoked paprika', '1 tsp dried oregano', '1 tbsp fresh thyme leaves or 1 tsp dried', '8 skinless, boneless chicken thighs (900g)', '1 red and 1 yellow pepper,  deseeded and chopped', '3 red onions, sliced into 1cm-thin wedges', '2 celery sticks (125g) , finely chopped', '1 tbsp rapeseed oil, plus 1 tsp', '2 sweet potatoes (375g peeled weight), cut into 16 wedges', '150g Kefir or bio yogurt ', '2 tbsp snipped chives']	Easy	['Freezable (Chicken only)', 'Gluten-free', 'Healthy']
['middle-eastern']	['dinner', 'main-course']	Warm cauliflower salad	['1 cauliflower, broken into florets', '2 tbsp olive oil', '1 red onion, thinly sliced', '3 tbsp sherry vinegar', '1½ tbsp honey', '3 tbsp raisins', 'small bunch dill, snipped', '3 tbsp toasted, flaked almond', '50g baby spinach']	Easy	['Healthy', 'Vegetarian']
	['dinner', 'lunch', 'main-course', 'supper']	Caponata bake	['700g medium potatoes (about 6), thinly sliced', '4 tbsp milk', '85g mature cheddar, finely grated', '1 tbsp rapeseed oil', '2 onions (320g), finely chopped', '4 tsp balsamic vinegar', '2 tsp vegetable bouillon powder', '2 x 400g cans chopped tomatoes', '2 aubergines, cut into chunks', '2 red peppers (540g), deseeded and chopped', '30g pack basil, leaves picked and finely chopped', '3 garlic cloves, finely grated', '10 Kalamata olives, pitted and halved', '2 tsp capers', '⅓ x 30g pack flat-leaf parsley, chopped', '320g broccoli florets']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']
	['dinner', 'main-course']	Miso salmon with ginger noodles	['2 nests wholemeal noodles (100g)', '1 ½ tsp brown miso', '2 tsp balsamic vinegar', '½ tsp smoked paprika', '2 skinless wild salmon fillets (230g)', '1 tbsp rapeseed oil', '30g ginger, cut into matchsticks', '1 green pepper, deseeded and cut into strips', '2 leeks (165g), thinly sliced', '3 garlic cloves, finely grated', '160g baby spinach']	Easy	['Healthy']
	['dinner', 'main-course', 'supper']	Lamb chops with hummus & roasted tomatoes	['3 tbsp olive oil, plus extra for drizzling', '4 garlic cloves, crushed', '8 lamb chops', '200g mixed cherry tomatoes on the vine', '40g pine nuts', 'handful watercress', '12 black olives, pitted and halved', '50g feta, crumbled', 'handful fresh mint, finely chopped, to serve', '2 flatbreads, warmed, to serve', '400g can chickpeas, drained and rinsed', '½ lemon, juiced', '1 small garlic clove, roughly chopped', '1½ tsp tahini', '1 tbsp olive oil']	Easy	[]
	['breakfast', 'brunch']	Kale smoothie	['2 handfuls kale', '½ avocado', '½ lime, juice only', 'large handful frozen pineapple chunks', 'medium-sized chunk ginger', '1 tbsp cashew nuts', '1 banana, optional']	Easy	['Dairy-free', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
['caribbean']	['dinner', 'lunch', 'side-dish', 'supper']	Rice & peas	['400g can kidney beans, rinsed and drained ', '400ml can low-fat coconut milk', '½ tsp dried thyme', '½ tsp ground allspice', '6 spring onions, sliced ', '200g long grain rice']	Easy	['Gluten-free', 'Vegan']
	['lunch']	Double cheese & spring vegetable tart	['500g block shortcrust pastry', 'plain flour, for dusting', '25g mature cheddar, finely grated', '200g asparagus spears, woody ends trimmed', '100g fresh podded or frozen peas', '2 eggs', '100g crème fraîche', '150g double cream', 'whole nutmeg, for grating', '100g watercress', '300g or 2 logs of soft, rindless goat’s cheese']	Easy	['Vegetarian']
	['drink']	Watermelon smoothie	['150g  watermelon, peeled and chopped', '1 small  banana, peeled and sliced', '100ml  cold apple juice']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
	['drink']	Pineapple smoothie	['150g  pineapple, trimmed, peeled and chopped', '1 small  banana, peeled and sliced', '1 lime, juiced', 'ice (optional) ']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
['middle-eastern']	['dinner', 'fish-course', 'main-course']	Harissa roast salmon with lemon chickpea couscous	['2 tbsp olive oil', '2 large onions, halved and thinly sliced', '1 large fennel bulb, halved and thinly sliced', '1 garlic clove, chopped', '1 tsp cumin seeds', 'zest 1 lemon', '2 tbsp harissa', '1 tbsp agave nectar or clear honey', '2 x 1kg/2lb 4 oz boneless sides of salmon, skin removed', '1 vegetable stock cube', '2-3 tsp harissa', '50g currants', '300g couscous', '2 x 400g cans chickpeas, drained', 'juice 2 lemons, zest of 1', '2 tbsp olive oil', 'big bunch flat-leaf parsley, chopped', 'small bunch mint, chopped (optional)', '50g toasted flaked almonds', 'lemon wedges, to serve']	More effort	[]
['italian']	['dinner', 'main-course']	Penne with chorizo & broccoli	['400g penne', 'small head of  broccoli, broken into small florets', '200g cooking  chorizo, diced', '2 garlic cloves, crushed', '1 tbsp fennel seed', '200g low-fat cream cheese with garlic & herbs', 'parmesan and rocket leaves, to serve']	Easy	[]
	['side-dish']	Smashed roasted new potatoes	['1kg new potatoes', '3 tbsp olive oil']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
	['afternoon-tea']	Tahini banana cake	['100g unsalted butter, softened, plus extra for the tin', '250g light brown soft sugar', '85g tahini', '2 large eggs, lightly beaten', '1 tsp vanilla extract', '275g plain flour', '½ tsp bicarbonate of soda', '60ml milk', '2-3 small, very ripe bananas, mashed (about 275g)', '3 tbsp sesame seeds', '115g unsalted butter, softened', '125g icing sugar', '½ tsp vanilla extract', '2½ tbsp tahini', '3 tbsp chocolate chips']	Easy	['Freezable (Sponge only)', 'Vegetarian']
	['afternoon-tea', 'dessert']	Next level yule log	['5 eggs, separated', '125g light brown soft sugar', '40g cocoa powder (make sure it’s pure cocoa)', '½ tsp mixed spice', '½ tsp ground ginger', 'white caster sugar, for sprinkling', '100g soft butter', '250g icing sugar, sifted', '4 tbsp brandy', '1 tsp vanilla extract', '100g dark chocolate, chopped', '100ml double cream', '25g butter', '75g white chocolate, chopped', '10 fresh bay leaves, or organic rose leaves', 'icing sugar, for dusting', 'edible gold lustre, food spray or powder']	More effort	['Gluten-free']
	['dinner', 'main-course', 'supper']	Summer chicken stew	['2 tbsp olive oil', '500g leeks, finely sliced', '2 plump garlic cloves, finely sliced', '2 thyme sprigs, leaves picked', '8 chicken thighs, skinless and boneless', '500g new potatoes, larger ones quartered, smaller ones halved', '350ml chicken stock', '200g green beans', '350g frozen petit pois', 'lemon wedges, to serve']	Easy	['Healthy']
['british']	['afternoon-tea', 'treat']	Boozy coffee & walnut cake	['200g caster sugar', '200g softened butter', '4 eggs, beaten', '200g self-raising flour', '1 tsp baking powder', '15 walnut  halves', '2 heaped tbsp  instant coffee, dissolved in 1 tbsp boiling water', '500g pot  mascarpone', '85g light muscovado sugar', '4 tbsp  Tia Maria', 'a few toasted  walnut  halves, for decoration']	Easy	['Freezable (Cake base freezes well for 3 months)']
['british']	['breakfast', 'brunch']	Potato pancakes	['250g cold mashed potato, or 2 medium-size floury potatoes, cut into chunks', '75g plain flour', '1 tsp baking powder', '2 eggs', '125ml milk', '1 rounded tbsp finely snipped chives', '1 tsp sunflower oil', 'knob of butter', 'crispy bacon and scrambled eggs to serve, if you like']	Easy	[]
['british']	['dinner', 'side-dish']	Red cabbage with apples	['1 red cabbage, finely shredded', '2 bay leaves', '5 star anise', '½ tsp ground cinnamon', '200ml vegetable stock or water', '50g golden caster sugar', '75ml cider vinegar', '2 apples, cored and cut into wedges']	Easy	['Vegan', 'Vegetarian']
	['soup', 'starter']	Celeriac, hazelnut & truffle soup	['1 tbsp olive oil', 'small bunch thyme', '2 bay leaves', '1 onion, chopped', '1 fat garlic clove, chopped', '1 celeriac (about 1kg), peeled and chopped', '1 potato (about 200g), chopped', '1l veg stock (check the label to ensure it’s vegan – we used Marigold)', '100ml soya cream', '50g blanched hazelnuts, toasted and roughly chopped', '1 tbsp truffle oil, plus an extra drizzle to serve']	Easy	['Healthy', 'Vegan']
	['condiment']	Classic burger sauce	['3 tbsp mayonnaise', '2 tbsp ketchup', '25g cornichons, drained and finely chopped', '1 tbsp American mustard']	Easy	['Vegetarian']
		Savoury muffins	['1 courgette (about 175g grated weight)', '4 spring onions, finely chopped', '225g self-raising flour', '1 roasted red pepper from a jar, drained and finely chopped', '100g parmesan, finely grated', 'few rosemary sprigs, needles picked and finely chopped', '2 eggs, beaten', '90ml sunflower oil', '50-100ml whole milk']	Easy	[]
['indian']	['dinner']	Quick & easy chickpea coconut dhal	['oil, for cooking', '3 garlic cloves, finely chopped ', 'small piece of  ginger, peeled and finely chopped', '5 spring onions, finely chopped ', '10 cherry tomatoes, 5 chopped', '½ bunch of  coriander, leaves picked, stalks finely chopped', '400g can  coconut milk', '400g can of  chickpeas, drained and rinsed', '400g can cooked  lentils, drained and rinsed', '2 tbsp  curry powder', '1 tsp  ground turmeric', '2 tsp ground  cumin', '1 lime, juiced', 'handful of  spinach', 'wholemeal pittas, to serve']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
	['afternoon-tea', 'dessert']	Salted caramel cupcakes	['100g softened  salted butter', '100g  golden caster sugar', '2 eggs', '1 tsp  vanilla extract', '100g  self-raising flour', '1 tbsp  milk', '6 tsp  caramel sauce', '75g soft  salted butter', '150g  icing sugar', '200g  caramel sauce', 'a pinch of sea salt flakes']	Easy	['Vegetarian']
	['dinner']	Glamorgan sausages	['50g butter', '2 large  leeks, sliced ', '400g fresh soft white fine  breadcrumbs', '2 tsp  thyme leaves ', '4 large  eggs, separated ', '400g Caerphilly or strong mature  cheddar, finely grated ', '1 heaped tbsp wholegrain or Dijon  mustard or 2 tsp English mustard', '50g  plain flour, for dusting ', '100ml  vegetable oil for frying, plus a little extra if required']	Easy	['Freezable']
	['dinner', 'main-course', 'supper']	Sausage & butter bean stew	['1 tbsp sunflower oil', '16 chipolatas (try chorizo ones for a bit of chilli heat)', '2 onions, sliced', '2 celery sticks, sliced', '8 garlic cloves, sliced', '1 rosemary sprig', '600ml chicken stock', '2 x 400g cans butter beans, drained', '75g butter, cubed', 'small pack parsley, leaves picked and chopped', '2 lemons, zested', 'crusty bread, to serve']	Easy	['Freezable']
	['dinner']	Creamy salmon pasta	['2 salmon fillets', '1 tbsp  olive oil, plus 1 tsp if roasting', '175g  penne', '2 shallots or 1 small onion, finely chopped', '1 garlic clove, crushed ', '100ml  white wine', '200ml  double cream or crème fraîche ', '¼  lemon, zested and juiced ', '½ small bunch  dill, finely chopped ']	Easy	[]
	['soup', 'starter']	Celeriac, hazelnut & truffle soup	['1 tbsp olive oil', 'small bunch thyme', '2 bay leaves', '1 onion, chopped', '1 fat garlic clove, chopped', '1 celeriac (about 1kg), peeled and chopped', '1 potato (about 200g), chopped', '1l veg stock (check the label to ensure it’s vegan – we used Marigold)', '100ml soya cream', '50g blanched hazelnuts, toasted and roughly chopped', '1 tbsp truffle oil, plus an extra drizzle to serve']	Easy	['Healthy', 'Vegan']
	['condiment']	Classic burger sauce	['3 tbsp mayonnaise', '2 tbsp ketchup', '25g cornichons, drained and finely chopped', '1 tbsp American mustard']	Easy	['Vegetarian']
['british']	['dessert', 'dinner']	Pear & ginger loaf cake	['200g unsalted butter, plus extra for greasing', '100g caster sugar', '100g soft brown sugar', '2 large  eggs, beaten', '1 tsp vanilla extract', '200g self-raising flour', '1 tsp baking powder', '2 balls stem ginger in syrup, drained and chopped', '2 pears, peeled, cored and roughly chopped', '3 tbsp syrup from the ginger jar', '3 tbsp granulated sugar']	Easy	['Freezable']
['british']	['dessert']	Marmalade & whisky bread & butter pudding	['8 slices day-old crusty white bread, crusts removed', '50g very soft butter', '4 tbsp Seville orange marmalade, plus 4 tsp', '300ml full-fat milk', '248ml pot double cream', '3 large eggs', 'seeds 1 vanilla pod', '4 tbsp golden caster sugar', '1 tbsp whisky', 'icing sugar, for dusting']	Easy	[]
['british']	['afternoon-tea', 'side-dish']	Homemade bread	['500g strong bread flour', ' 7g sachet fast-action dried yeast', '1 tsp salt', '300ml hand-hot water', '2 tbsp sunflower oil', '1 tbsp honey']	Easy	[]
	['afternoon-tea', 'dessert']	Salted caramel cupcakes	['100g softened  salted butter', '100g  golden caster sugar', '2 eggs', '1 tsp  vanilla extract', '100g  self-raising flour', '1 tbsp  milk', '6 tsp  caramel sauce', '75g soft  salted butter', '150g  icing sugar', '200g  caramel sauce', 'a pinch of sea salt flakes']	Easy	['Vegetarian']
	['afternoon-tea', 'dessert']	Easy blondies	['175g  butter, cut into cubes, plus extra for the tin', '200g  light brown soft sugar', '100g  caster sugar', '3 eggs', '1 tsp  vanilla extract or bean paste ', '200g  plain flour', '½ tsp  baking powder', '200g  white chocolate, chopped, or use white chocolate chips ']	Easy	['Freezable']
